School_ID,School_Name,Division_Name,School_Type,Year,History_Pass_Rate,Math_Pass_Rate,Reading_Pass_Rate,Science_Pass_Rate,Writing_Pass_Rate,Overall_Pass_Rate
1570,Lake Anne Elementary,Fairfax County,Elem,2022-2023,,61.0,66.0,56.0,,61.0
1570,Lake Anne Elementary,Fairfax County,Elem,2023-2024,,58.0,60.0,47.0,,55.0
1570,Lake Anne Elementary,Fairfax County,Elem,2024-2025,,62.0,60.0,49.0,,57.0
1580,Westbriar Elementary,Fairfax County,Elem,2020-2021,,89.0,93.0,75.0,,85.7
1580,Westbriar Elementary,Fairfax County,Elem,2021-2022,,95.0,96.0,89.0,,93.3
1580,Westbriar Elementary,Fairfax County,Elem,2022-2023,,93.0,93.0,88.0,,91.3
1580,Westbriar Elementary,Fairfax County,Elem,2023-2024,,92.0,91.0,90.0,,91.0
1580,Westbriar Elementary,Fairfax County,Elem,2024-2025,,95.0,91.0,88.0,,91.3
1590,Canterbury Woods Elementary,Fairfax County,Elem,2020-2021,,82.0,91.0,73.0,,82.0
1590,Canterbury Woods Elementary,Fairfax County,Elem,2021-2022,,90.0,90.0,87.0,,89.0
1590,Canterbury Woods Elementary,Fairfax County,Elem,2022-2023,,90.0,89.0,85.0,,88.0
1590,Canterbury Woods Elementary,Fairfax County,Elem,2023-2024,,90.0,91.0,87.0,,89.3
1590,Canterbury Woods Elementary,Fairfax County,Elem,2024-2025,,93.0,91.0,86.0,,90.0
1600,Cub Run Elementary,Fairfax County,Elem,2020-2021,,57.0,70.0,59.0,,62.0
1600,Cub Run Elementary,Fairfax County,Elem,2021-2022,,79.0,80.0,73.0,,77.3
1600,Cub Run Elementary,Fairfax County,Elem,2022-2023,,78.0,82.0,75.0,,78.3
1600,Cub Run Elementary,Fairfax County,Elem,2023-2024,,70.0,75.0,70.0,,71.7
1600,Cub Run Elementary,Fairfax County,Elem,2024-2025,,76.0,75.0,81.0,,77.3
1610,West Springfield High,Fairfax County,High,2020-2021,,74.0,74.0,82.0,90.0,80.0
1610,West Springfield High,Fairfax County,High,2021-2022,,91.0,93.0,89.0,94.0,91.8
1610,West Springfield High,Fairfax County,High,2022-2023,52.0,92.0,96.0,91.0,,82.8
1610,West Springfield High,Fairfax County,High,2023-2024,33.0,94.0,94.0,90.0,,77.8
1610,West Springfield High,Fairfax County,High,2024-2025,56.0,94.0,95.0,92.0,,84.2
1620,Spring Hill Elementary,Fairfax County,Elem,2020-2021,,86.0,92.0,82.0,,86.7
1620,Spring Hill Elementary,Fairfax County,Elem,2021-2022,,95.0,95.0,87.0,,92.3
1620,Spring Hill Elementary,Fairfax County,Elem,2022-2023,,97.0,95.0,93.0,,95.0
1620,Spring Hill Elementary,Fairfax County,Elem,2023-2024,,94.0,93.0,91.0,,92.7
1620,Spring Hill Elementary,Fairfax County,Elem,2024-2025,,92.0,90.0,88.0,,90.0
1630,Fairhill Elementary,Fairfax County,Elem,2020-2021,,69.0,76.0,36.0,,60.3
1630,Fairhill Elementary,Fairfax County,Elem,2021-2022,,83.0,84.0,54.0,,73.7
1630,Fairhill Elementary,Fairfax County,Elem,2022-2023,,82.0,82.0,77.0,,80.3
1630,Fairhill Elementary,Fairfax County,Elem,2023-2024,,81.0,79.0,83.0,,81.0
1630,Fairhill Elementary,Fairfax County,Elem,2024-2025,,80.0,79.0,77.0,,78.7
1640,Mount Vernon Woods Elementary,Fairfax County,Elem,2020-2021,,18.0,45.0,17.0,,26.7
1640,Mount Vernon Woods Elementary,Fairfax County,Elem,2021-2022,,51.0,57.0,55.0,,54.3
1640,Mount Vernon Woods Elementary,Fairfax County,Elem,2022-2023,,42.0,53.0,47.0,,47.3
1640,Mount Vernon Woods Elementary,Fairfax County,Elem,2023-2024,,41.0,50.0,47.0,,46.0
1640,Mount Vernon Woods Elementary,Fairfax County,Elem,2024-2025,,49.0,54.0,49.0,,50.7
1650,Olde Creek Elementary,Fairfax County,Elem,2020-2021,,58.0,73.0,54.0,,61.7
1650,Olde Creek Elementary,Fairfax County,Elem,2021-2022,,68.0,74.0,62.0,,68.0
1650,Olde Creek Elementary,Fairfax County,Elem,2022-2023,,76.0,75.0,64.0,,71.7
1650,Olde Creek Elementary,Fairfax County,Elem,2023-2024,,76.0,79.0,65.0,,73.3
1650,Olde Creek Elementary,Fairfax County,Elem,2024-2025,,86.0,82.0,84.0,,84.0
1660,Shrevewood Elementary,Fairfax County,Elem,2020-2021,,81.0,84.0,60.0,,75.0
1660,Shrevewood Elementary,Fairfax County,Elem,2021-2022,,74.0,75.0,59.0,,69.3
1660,Shrevewood Elementary,Fairfax County,Elem,2022-2023,,67.0,72.0,67.0,,68.7
1660,Shrevewood Elementary,Fairfax County,Elem,2023-2024,,70.0,71.0,59.0,,66.7
1660,Shrevewood Elementary,Fairfax County,Elem,2024-2025,,67.0,67.0,65.0,,66.3
1670,Westgate Elementary,Fairfax County,Elem,2020-2021,,59.0,64.0,65.0,,62.7
1670,Westgate Elementary,Fairfax County,Elem,2021-2022,,75.0,77.0,75.0,,75.7
1670,Westgate Elementary,Fairfax County,Elem,2022-2023,,77.0,79.0,71.0,,75.7
1670,Westgate Elementary,Fairfax County,Elem,2023-2024,,73.0,77.0,73.0,,74.3
1670,Westgate Elementary,Fairfax County,Elem,2024-2025,,73.0,72.0,61.0,,68.7
1680,Silverbrook Elementary,Fairfax County,Elem,2020-2021,,83.0,89.0,76.0,,82.7
1680,Silverbrook Elementary,Fairfax County,Elem,2021-2022,,91.0,93.0,89.0,,91.0
1680,Silverbrook Elementary,Fairfax County,Elem,2022-2023,,95.0,91.0,90.0,,92.0
1680,Silverbrook Elementary,Fairfax County,Elem,2023-2024,,93.0,89.0,85.0,,89.0
1680,Silverbrook Elementary,Fairfax County,Elem,2024-2025,,93.0,92.0,81.0,,88.7
1690,Cardinal Forest Elementary,Fairfax County,Elem,2020-2021,,59.0,76.0,57.0,,64.0
1690,Cardinal Forest Elementary,Fairfax County,Elem,2021-2022,,81.0,83.0,65.0,,76.3
1690,Cardinal Forest Elementary,Fairfax County,Elem,2022-2023,,80.0,83.0,63.0,,75.3
1690,Cardinal Forest Elementary,Fairfax County,Elem,2023-2024,,80.0,77.0,70.0,,75.7
1690,Cardinal Forest Elementary,Fairfax County,Elem,2024-2025,,80.0,79.0,71.0,,76.7
1700,Cunningham Park Elementary,Fairfax County,Elem,2020-2021,,59.0,73.0,40.0,,57.3
1700,Cunningham Park Elementary,Fairfax County,Elem,2021-2022,,71.0,69.0,60.0,,66.7
1700,Cunningham Park Elementary,Fairfax County,Elem,2022-2023,,68.0,69.0,57.0,,64.7
1700,Cunningham Park Elementary,Fairfax County,Elem,2023-2024,,66.0,71.0,62.0,,66.3
1700,Cunningham Park Elementary,Fairfax County,Elem,2024-2025,,74.0,74.0,70.0,,72.7
1710,Oakton High,Fairfax County,High,2020-2021,80.0,76.0,83.0,83.0,90.0,82.4
1710,Oakton High,Fairfax County,High,2021-2022,,94.0,94.0,91.0,20.0,74.8
1710,Oakton High,Fairfax County,High,2022-2023,,90.0,94.0,90.0,,91.3
1710,Oakton High,Fairfax County,High,2023-2024,,93.0,94.0,87.0,,91.3
1710,Oakton High,Fairfax County,High,2024-2025,,95.0,95.0,87.0,,92.3
1730,Beech Tree Elementary,Fairfax County,Elem,2020-2021,,47.0,62.0,62.0,,57.0
1730,Beech Tree Elementary,Fairfax County,Elem,2021-2022,,77.0,75.0,73.0,,75.0
1730,Beech Tree Elementary,Fairfax County,Elem,2022-2023,,67.0,66.0,55.0,,62.7
1730,Beech Tree Elementary,Fairfax County,Elem,2023-2024,,60.0,63.0,49.0,,57.3
1730,Beech Tree Elementary,Fairfax County,Elem,2024-2025,,66.0,63.0,44.0,,57.7
1740,Hayfield Elementary,Fairfax County,Elem,2020-2021,,52.0,76.0,56.0,,61.3
1740,Hayfield Elementary,Fairfax County,Elem,2021-2022,,76.0,80.0,75.0,,77.0
1740,Hayfield Elementary,Fairfax County,Elem,2022-2023,,78.0,75.0,69.0,,74.0
1740,Hayfield Elementary,Fairfax County,Elem,2023-2024,,81.0,80.0,77.0,,79.3
1740,Hayfield Elementary,Fairfax County,Elem,2024-2025,,81.0,83.0,80.0,,81.3
1760,Kilmer Middle,Fairfax County,Middle,2020-2021,,71.0,84.0,74.0,,76.3
1760,Kilmer Middle,Fairfax County,Middle,2021-2022,,80.0,84.0,77.0,,80.3
1760,Kilmer Middle,Fairfax County,Middle,2022-2023,,82.0,86.0,80.0,,82.7
1760,Kilmer Middle,Fairfax County,Middle,2023-2024,,81.0,85.0,81.0,,82.3
1760,Kilmer Middle,Fairfax County,Middle,2024-2025,,84.0,86.0,83.0,,84.3
1761,Kilmer Center,Fairfax County,Combined,2020-2021,,91.0,91.0,80.0,,87.3
1761,Kilmer Center,Fairfax County,Combined,2021-2022,,6.0,18.0,18.0,,14.0
1761,Kilmer Center,Fairfax County,Combined,2022-2023,,59.0,59.0,38.0,,52.0
1761,Kilmer Center,Fairfax County,Other,2021-2022,,6.0,18.0,18.0,,14.0
1761,Kilmer Center,Fairfax County,Other,2022-2023,,59.0,59.0,38.0,,52.0
1761,Kilmer Center,Fairfax County,Other,2023-2024,,54.0,75.0,33.0,,54.0
1761,Kilmer Center,Fairfax County,Other,2024-2025,,71.0,84.0,25.0,,60.0
1770,Rolling Valley Elementary,Fairfax County,Elem,2020-2021,,61.0,76.0,56.0,,64.3
1770,Rolling Valley Elementary,Fairfax County,Elem,2021-2022,,76.0,76.0,60.0,,70.7
1770,Rolling Valley Elementary,Fairfax County,Elem,2022-2023,,73.0,73.0,78.0,,74.7
1770,Rolling Valley Elementary,Fairfax County,Elem,2023-2024,,73.0,78.0,73.0,,74.7
1770,Rolling Valley Elementary,Fairfax County,Elem,2024-2025,,79.0,80.0,66.0,,75.0
1790,Brookfield Elementary,Fairfax County,Elem,2020-2021,,35.0,51.0,29.0,,38.3
1790,Brookfield Elementary,Fairfax County,Elem,2021-2022,,55.0,56.0,54.0,,55.0
1790,Brookfield Elementary,Fairfax County,Elem,2022-2023,,57.0,57.0,51.0,,55.0
1790,Brookfield Elementary,Fairfax County,Elem,2023-2024,,55.0,54.0,47.0,,52.0
1790,Brookfield Elementary,Fairfax County,Elem,2024-2025,,56.0,47.0,34.0,,45.7
1800,Hayfield Secondary,Fairfax County,Combined,2020-2021,13.0,49.0,77.0,63.0,84.0,57.2
1800,Hayfield Secondary,Fairfax County,Combined,2021-2022,47.0,65.0,79.0,67.0,68.0,65.2
1800,Hayfield Secondary,Fairfax County,Combined,2022-2023,62.0,62.0,79.0,66.0,,67.2
1800,Hayfield Secondary,Fairfax County,High,2021-2022,47.0,65.0,79.0,67.0,68.0,65.2
1800,Hayfield Secondary,Fairfax County,High,2022-2023,62.0,62.0,79.0,66.0,,67.2
1800,Hayfield Secondary,Fairfax County,High,2023-2024,27.0,71.0,82.0,71.0,25.0,55.2
1800,Hayfield Secondary,Fairfax County,High,2024-2025,50.0,73.0,84.0,70.0,0.0,55.4
1810,Wolftrap Elementary,Fairfax County,Elem,2020-2021,,90.0,96.0,81.0,,89.0
1810,Wolftrap Elementary,Fairfax County,Elem,2021-2022,,93.0,94.0,86.0,,91.0
1810,Wolftrap Elementary,Fairfax County,Elem,2022-2023,,95.0,95.0,87.0,,92.3
1810,Wolftrap Elementary,Fairfax County,Elem,2023-2024,,97.0,96.0,96.0,,96.3
1810,Wolftrap Elementary,Fairfax County,Elem,2024-2025,,96.0,97.0,96.0,,96.3
1820,Riverside Elementary,Fairfax County,Elem,2020-2021,,31.0,54.0,24.0,,36.3
1820,Riverside Elementary,Fairfax County,Elem,2021-2022,,39.0,60.0,48.0,,49.0
1820,Riverside Elementary,Fairfax County,Elem,2022-2023,,59.0,65.0,71.0,,65.0
1820,Riverside Elementary,Fairfax County,Elem,2023-2024,,70.0,66.0,71.0,,69.0
1820,Riverside Elementary,Fairfax County,Elem,2024-2025,,75.0,68.0,81.0,,74.7
1830,London Towne Elementary,Fairfax County,Elem,2020-2021,,37.0,53.0,33.0,,41.0
1830,London Towne Elementary,Fairfax County,Elem,2021-2022,,62.0,65.0,53.0,,60.0
1830,London Towne Elementary,Fairfax County,Elem,2022-2023,,56.0,59.0,51.0,,55.3
1830,London Towne Elementary,Fairfax County,Elem,2023-2024,,56.0,62.0,58.0,,58.7
1830,London Towne Elementary,Fairfax County,Elem,2024-2025,,58.0,63.0,64.0,,61.7
1840,Greenbriar East Elementary,Fairfax County,Elem,2020-2021,,48.0,65.0,26.0,,46.3
1840,Greenbriar East Elementary,Fairfax County,Elem,2021-2022,,68.0,77.0,54.0,,66.3
1840,Greenbriar East Elementary,Fairfax County,Elem,2022-2023,,73.0,75.0,68.0,,72.0
1840,Greenbriar East Elementary,Fairfax County,Elem,2023-2024,,67.0,69.0,62.0,,66.0
1840,Greenbriar East Elementary,Fairfax County,Elem,2024-2025,,68.0,71.0,64.0,,67.7
1850,Lees Corner Elementary,Fairfax County,Elem,2020-2021,,77.0,87.0,72.0,,78.7
1850,Lees Corner Elementary,Fairfax County,Elem,2021-2022,,86.0,86.0,72.0,,81.3
1850,Lees Corner Elementary,Fairfax County,Elem,2022-2023,,83.0,83.0,85.0,,83.7
1850,Lees Corner Elementary,Fairfax County,Elem,2023-2024,,85.0,85.0,85.0,,85.0
1850,Lees Corner Elementary,Fairfax County,Elem,2024-2025,,87.0,86.0,84.0,,85.7
1860,Oak View Elementary,Fairfax County,Elem,2020-2021,,78.0,87.0,78.0,,81.0
1860,Oak View Elementary,Fairfax County,Elem,2021-2022,,88.0,88.0,83.0,,86.3
1860,Oak View Elementary,Fairfax County,Elem,2022-2023,,90.0,88.0,83.0,,87.0
1860,Oak View Elementary,Fairfax County,Elem,2023-2024,,84.0,86.0,80.0,,83.3
1860,Oak View Elementary,Fairfax County,Elem,2024-2025,,87.0,86.0,84.0,,85.7
1870,Clermont Elementary,Fairfax County,Elem,2020-2021,,81.0,93.0,82.0,,85.3
1870,Clermont Elementary,Fairfax County,Elem,2021-2022,,85.0,89.0,77.0,,83.7
1870,Clermont Elementary,Fairfax County,Elem,2022-2023,,87.0,85.0,82.0,,84.7
1870,Clermont Elementary,Fairfax County,Elem,2023-2024,,86.0,87.0,92.0,,88.3
1870,Clermont Elementary,Fairfax County,Elem,2024-2025,,89.0,89.0,75.0,,84.3
1880,Hunt Valley Elementary,Fairfax County,Elem,2020-2021,,75.0,84.0,63.0,,74.0
1880,Hunt Valley Elementary,Fairfax County,Elem,2021-2022,,89.0,91.0,84.0,,88.0
1880,Hunt Valley Elementary,Fairfax County,Elem,2022-2023,,89.0,89.0,88.0,,88.7
1880,Hunt Valley Elementary,Fairfax County,Elem,2023-2024,,89.0,91.0,80.0,,86.7
1880,Hunt Valley Elementary,Fairfax County,Elem,2024-2025,,90.0,89.0,82.0,,87.0
1890,Kings Glen Elementary,Fairfax County,Elem,2020-2021,,66.0,78.0,52.0,,65.3
1890,Kings Glen Elementary,Fairfax County,Elem,2021-2022,,85.0,83.0,76.0,,81.3
1890,Kings Glen Elementary,Fairfax County,Elem,2022-2023,,88.0,85.0,71.0,,81.3
1890,Kings Glen Elementary,Fairfax County,Middle,2021-2022,,85.0,83.0,76.0,,81.3
1890,Kings Glen Elementary,Fairfax County,Middle,2022-2023,,88.0,85.0,71.0,,81.3
1890,Kings Glen Elementary,Fairfax County,Middle,2023-2024,,85.0,82.0,67.0,,78.0
1890,Kings Glen Elementary,Fairfax County,Middle,2024-2025,,85.0,82.0,72.0,,79.7
1900,Key Middle,Fairfax County,Middle,2020-2021,100.0,38.0,53.0,43.0,100.0,66.8
1900,Key Middle,Fairfax County,Middle,2021-2022,,49.0,55.0,43.0,,49.0
1900,Key Middle,Fairfax County,Middle,2022-2023,,53.0,56.0,43.0,,50.7
1900,Key Middle,Fairfax County,Middle,2023-2024,,51.0,56.0,48.0,,51.7
1900,Key Middle,Fairfax County,Middle,2024-2025,,56.0,57.0,53.0,,55.3
1901,Key Center,Fairfax County,Combined,2020-2021,,80.0,100.0,,,90.0
1901,Key Center,Fairfax County,Combined,2021-2022,,16.0,36.0,7.0,,19.7
1901,Key Center,Fairfax County,Combined,2022-2023,,28.0,33.0,33.0,,31.3
1901,Key Center,Fairfax County,Other,2021-2022,,16.0,36.0,7.0,,19.7
1901,Key Center,Fairfax County,Other,2022-2023,,28.0,33.0,33.0,,31.3
1901,Key Center,Fairfax County,Other,2023-2024,,44.0,50.0,50.0,,48.0
1901,Key Center,Fairfax County,Other,2024-2025,,73.0,73.0,,,73.0
1920,Fort Hunt Elementary,Fairfax County,Elem,2020-2021,,55.0,73.0,48.0,,58.7
1920,Fort Hunt Elementary,Fairfax County,Elem,2021-2022,,71.0,81.0,61.0,,71.0
1920,Fort Hunt Elementary,Fairfax County,Elem,2022-2023,,75.0,74.0,68.0,,72.3
1920,Fort Hunt Elementary,Fairfax County,Elem,2023-2024,,76.0,72.0,62.0,,70.0
1920,Fort Hunt Elementary,Fairfax County,Elem,2024-2025,,77.0,78.0,65.0,,73.3
1940,Camelot Elementary,Fairfax County,Elem,2020-2021,,55.0,65.0,51.0,,57.0
1940,Camelot Elementary,Fairfax County,Elem,2021-2022,,73.0,74.0,65.0,,70.7
1940,Camelot Elementary,Fairfax County,Elem,2022-2023,,70.0,69.0,68.0,,69.0
1940,Camelot Elementary,Fairfax County,Elem,2023-2024,,77.0,67.0,63.0,,69.0
1940,Camelot Elementary,Fairfax County,Elem,2024-2025,,79.0,70.0,74.0,,74.3
1950,Hunters Woods Elementary School for the Arts and Sciences,Fairfax County,Elem,2020-2021,,73.0,79.0,68.0,,73.3
1950,Hunters Woods Elementary School for the Arts and Sciences,Fairfax County,Elem,2021-2022,,79.0,84.0,80.0,,81.0
1950,Hunters Woods Elementary School for the Arts and Sciences,Fairfax County,Elem,2022-2023,,80.0,84.0,74.0,,79.3
1950,Hunters Woods Elementary School for the Arts and Sciences,Fairfax County,Elem,2023-2024,,85.0,88.0,81.0,,84.7
1950,Hunters Woods Elementary School for the Arts and Sciences,Fairfax County,Elem,2024-2025,,87.0,85.0,81.0,,84.3
1960,Robinson Secondary,Fairfax County,Combined,2020-2021,100.0,66.0,87.0,75.0,93.0,84.2
1960,Robinson Secondary,Fairfax County,Combined,2021-2022,,85.0,93.0,85.0,95.0,89.5
1960,Robinson Secondary,Fairfax County,Combined,2022-2023,75.0,86.0,90.0,84.0,50.0,77.0
1960,Robinson Secondary,Fairfax County,High,2021-2022,,85.0,93.0,85.0,95.0,89.5
1960,Robinson Secondary,Fairfax County,High,2022-2023,75.0,86.0,90.0,84.0,50.0,77.0
1960,Robinson Secondary,Fairfax County,High,2023-2024,48.0,84.0,88.0,86.0,18.0,64.8
1960,Robinson Secondary,Fairfax County,High,2024-2025,58.0,84.0,91.0,84.0,,79.2
1970,Laurel Ridge Elementary,Fairfax County,Elem,2020-2021,,63.0,81.0,54.0,,66.0
1970,Laurel Ridge Elementary,Fairfax County,Elem,2021-2022,,81.0,86.0,58.0,,75.0
1970,Laurel Ridge Elementary,Fairfax County,Elem,2022-2023,,83.0,86.0,78.0,,82.3
1970,Laurel Ridge Elementary,Fairfax County,Elem,2023-2024,,82.0,85.0,68.0,,78.3
1970,Laurel Ridge Elementary,Fairfax County,Elem,2024-2025,,88.0,89.0,81.0,,86.0
1980,Hutchison Elementary,Fairfax County,Elem,2020-2021,,19.0,33.0,12.0,,21.3
1980,Hutchison Elementary,Fairfax County,Elem,2021-2022,,41.0,41.0,39.0,,40.3
1980,Hutchison Elementary,Fairfax County,Elem,2022-2023,,41.0,43.0,39.0,,41.0
1980,Hutchison Elementary,Fairfax County,Elem,2023-2024,,44.0,38.0,27.0,,36.3
1980,Hutchison Elementary,Fairfax County,Elem,2024-2025,,44.0,37.0,41.0,,40.7
1990,South Lakes High,Fairfax County,High,2020-2021,60.0,49.0,62.0,73.0,73.0,63.4
1990,South Lakes High,Fairfax County,High,2021-2022,49.0,75.0,84.0,74.0,55.0,67.4
1990,South Lakes High,Fairfax County,High,2022-2023,53.0,84.0,91.0,73.0,,75.2
1990,South Lakes High,Fairfax County,High,2023-2024,83.0,81.0,85.0,71.0,,80.0
1990,South Lakes High,Fairfax County,High,2024-2025,52.0,79.0,88.0,74.0,19.0,62.4
2000,Bonnie Brae Elementary,Fairfax County,Elem,2020-2021,,61.0,79.0,67.0,,69.0
2000,Bonnie Brae Elementary,Fairfax County,Elem,2021-2022,,77.0,82.0,54.0,,71.0
2000,Bonnie Brae Elementary,Fairfax County,Elem,2022-2023,,73.0,80.0,71.0,,74.7
2000,Bonnie Brae Elementary,Fairfax County,Elem,2023-2024,,78.0,80.0,73.0,,77.0
2000,Bonnie Brae Elementary,Fairfax County,Elem,2024-2025,,80.0,82.0,70.0,,77.3
2010,Dranesville Elementary,Fairfax County,Elem,2020-2021,,30.0,52.0,35.0,,39.0
2010,Dranesville Elementary,Fairfax County,Elem,2021-2022,,57.0,65.0,51.0,,57.7
2010,Dranesville Elementary,Fairfax County,Elem,2022-2023,,63.0,66.0,73.0,,67.3
2010,Dranesville Elementary,Fairfax County,Elem,2023-2024,,67.0,67.0,67.0,,67.0
2010,Dranesville Elementary,Fairfax County,Elem,2024-2025,,66.0,71.0,58.0,,65.0
2020,Crossfield Elementary,Fairfax County,Elem,2020-2021,,77.0,87.0,65.0,,76.3
2020,Crossfield Elementary,Fairfax County,Elem,2021-2022,,85.0,87.0,79.0,,83.7
2020,Crossfield Elementary,Fairfax County,Elem,2022-2023,,84.0,87.0,79.0,,83.3
2020,Crossfield Elementary,Fairfax County,Elem,2023-2024,,85.0,86.0,86.0,,85.7
2020,Crossfield Elementary,Fairfax County,Elem,2024-2025,,87.0,87.0,81.0,,85.0
2030,Sangster Elementary,Fairfax County,Elem,2020-2021,,89.0,94.0,90.0,,91.0
2030,Sangster Elementary,Fairfax County,Elem,2021-2022,,98.0,98.0,99.0,,98.3
2030,Sangster Elementary,Fairfax County,Elem,2022-2023,,98.0,97.0,93.0,,96.0
2030,Sangster Elementary,Fairfax County,Elem,2023-2024,,98.0,97.0,97.0,,97.3
2030,Sangster Elementary,Fairfax County,Elem,2024-2025,,99.0,98.0,96.0,,97.7
2040,Saratoga Elementary,Fairfax County,Elem,2020-2021,,52.0,66.0,52.0,,56.7
2040,Saratoga Elementary,Fairfax County,Elem,2021-2022,,67.0,71.0,58.0,,65.3
2040,Saratoga Elementary,Fairfax County,Elem,2022-2023,,75.0,74.0,74.0,,74.3
2040,Saratoga Elementary,Fairfax County,Elem,2023-2024,,75.0,70.0,69.0,,71.3
2040,Saratoga Elementary,Fairfax County,Elem,2024-2025,,77.0,71.0,63.0,,70.3
2050,Virginia Run Elementary,Fairfax County,Elem,2020-2021,,46.0,57.0,37.0,,46.7
2050,Virginia Run Elementary,Fairfax County,Elem,2021-2022,,66.0,67.0,62.0,,65.0
2050,Virginia Run Elementary,Fairfax County,Elem,2022-2023,,70.0,69.0,65.0,,68.0
2050,Virginia Run Elementary,Fairfax County,Elem,2023-2024,,70.0,67.0,65.0,,67.3
2050,Virginia Run Elementary,Fairfax County,Elem,2024-2025,,73.0,68.0,72.0,,71.0
2060,Willow Springs Elementary,Fairfax County,Elem,2020-2021,,81.0,89.0,72.0,,80.7
2060,Willow Springs Elementary,Fairfax County,Elem,2021-2022,,89.0,89.0,85.0,,87.7
2060,Willow Springs Elementary,Fairfax County,Elem,2022-2023,,89.0,91.0,83.0,,87.7
2060,Willow Springs Elementary,Fairfax County,Elem,2023-2024,,91.0,89.0,86.0,,88.7
2060,Willow Springs Elementary,Fairfax County,Elem,2024-2025,,90.0,91.0,87.0,,89.3
2070,Stone Middle,Fairfax County,Middle,2020-2021,,52.0,75.0,59.0,,62.0
2070,Stone Middle,Fairfax County,Middle,2021-2022,,75.0,75.0,62.0,,70.7
2070,Stone Middle,Fairfax County,Middle,2022-2023,,76.0,77.0,67.0,,73.3
2070,Stone Middle,Fairfax County,Middle,2023-2024,,78.0,76.0,70.0,,74.7
2070,Stone Middle,Fairfax County,Middle,2024-2025,,75.0,76.0,65.0,,72.0
2080,Poplar Tree Elementary,Fairfax County,Elem,2020-2021,,92.0,95.0,90.0,,92.3
2080,Poplar Tree Elementary,Fairfax County,Elem,2021-2022,,96.0,95.0,90.0,,93.7
2080,Poplar Tree Elementary,Fairfax County,Elem,2022-2023,,93.0,94.0,95.0,,94.0
2080,Poplar Tree Elementary,Fairfax County,Elem,2023-2024,,93.0,91.0,88.0,,90.7
2080,Poplar Tree Elementary,Fairfax County,Elem,2024-2025,,94.0,90.0,90.0,,91.3
2090,Centre Ridge Elementary,Fairfax County,Elem,2020-2021,,43.0,57.0,44.0,,48.0
2090,Centre Ridge Elementary,Fairfax County,Elem,2021-2022,,63.0,61.0,51.0,,58.3
2090,Centre Ridge Elementary,Fairfax County,Elem,2022-2023,,62.0,58.0,56.0,,58.7
2090,Centre Ridge Elementary,Fairfax County,Elem,2023-2024,,65.0,60.0,62.0,,62.3
2090,Centre Ridge Elementary,Fairfax County,Elem,2024-2025,,67.0,65.0,65.0,,65.7
2100,Waples Mill Elementary,Fairfax County,Elem,2020-2021,,66.0,81.0,45.0,,64.0
2100,Waples Mill Elementary,Fairfax County,Elem,2021-2022,,80.0,87.0,75.0,,80.7
2100,Waples Mill Elementary,Fairfax County,Elem,2022-2023,,80.0,81.0,65.0,,75.3
2100,Waples Mill Elementary,Fairfax County,Elem,2023-2024,,85.0,86.0,86.0,,85.7
2100,Waples Mill Elementary,Fairfax County,Elem,2024-2025,,90.0,91.0,85.0,,88.7
2200,McNair Upper Elementary,Fairfax County,Elem,2020-2021,,71.0,80.0,64.0,,71.7
2200,McNair Upper Elementary,Fairfax County,Elem,2021-2022,,79.0,81.0,69.0,,76.3
2200,McNair Upper Elementary,Fairfax County,Elem,2022-2023,,83.0,79.0,73.0,,78.3
2200,McNair Upper Elementary,Fairfax County,Elem,2023-2024,,76.0,75.0,67.0,,72.7
2200,McNair Upper Elementary,Fairfax County,Elem,2024-2025,,76.0,74.0,68.0,,72.7
2201,Bryant High,Fairfax County,High,2020-2021,19.0,24.0,36.0,27.0,0.0,21.2
2201,Bryant High,Fairfax County,High,2021-2022,42.0,71.0,36.0,18.0,18.0,37.0
2201,Bryant High,Fairfax County,High,2022-2023,33.0,78.0,53.0,22.0,,46.5
2201,Bryant High,Fairfax County,High,2023-2024,17.0,75.0,22.0,29.0,,35.8
2201,Bryant High,Fairfax County,High,2024-2025,13.0,79.0,43.0,26.0,,40.2
2203,Aldrin Elementary,Fairfax County,Elem,2020-2021,,70.0,84.0,61.0,,71.7
2203,Aldrin Elementary,Fairfax County,Elem,2021-2022,,78.0,87.0,81.0,,82.0
2203,Aldrin Elementary,Fairfax County,Elem,2022-2023,,79.0,83.0,66.0,,76.0
2203,Aldrin Elementary,Fairfax County,Elem,2023-2024,,80.0,85.0,77.0,,80.7
2203,Aldrin Elementary,Fairfax County,Elem,2024-2025,,84.0,85.0,67.0,,78.7
2204,Deer Park Elementary,Fairfax County,Elem,2020-2021,,39.0,62.0,37.0,,46.0
2204,Deer Park Elementary,Fairfax County,Elem,2021-2022,,62.0,69.0,59.0,,63.3
2204,Deer Park Elementary,Fairfax County,Elem,2022-2023,,64.0,69.0,73.0,,68.7
2204,Deer Park Elementary,Fairfax County,Elem,2023-2024,,73.0,66.0,76.0,,71.7
2204,Deer Park Elementary,Fairfax County,Elem,2024-2025,,72.0,69.0,71.0,,70.7
2205,Centreville Elementary,Fairfax County,Elem,2020-2021,,43.0,63.0,48.0,,51.3
2205,Centreville Elementary,Fairfax County,Elem,2021-2022,,70.0,77.0,52.0,,66.3
2205,Centreville Elementary,Fairfax County,Elem,2022-2023,,72.0,75.0,76.0,,74.3
