School_ID,School_Name,Division_Name,School_Type,Year,History_Pass_Rate,Math_Pass_Rate,Reading_Pass_Rate,Science_Pass_Rate,Writing_Pass_Rate,Overall_Pass_Rate
820,Pine Spring Elementary,Fairfax County,Elem,2021-2022,,58.0,60.0,56.0,,58.0
820,Pine Spring Elementary,Fairfax County,Elem,2022-2023,,57.0,57.0,56.0,,56.7
820,Pine Spring Elementary,Fairfax County,Elem,2023-2024,,63.0,60.0,56.0,,59.7
820,Pine Spring Elementary,Fairfax County,Elem,2024-2025,,67.0,58.0,70.0,,65.0
830,Timber Lane Elementary,Fairfax County,Elem,2020-2021,,49.0,59.0,48.0,,52.0
830,Timber Lane Elementary,Fairfax County,Elem,2021-2022,,56.0,61.0,46.0,,54.3
830,Timber Lane Elementary,Fairfax County,Elem,2022-2023,,67.0,58.0,60.0,,61.7
830,Timber Lane Elementary,Fairfax County,Elem,2023-2024,,64.0,58.0,49.0,,57.0
830,Timber Lane Elementary,Fairfax County,Elem,2024-2025,,69.0,58.0,55.0,,60.7
850,Wakefield Forest Elementary,Fairfax County,Elem,2020-2021,,77.0,88.0,83.0,,82.7
850,Wakefield Forest Elementary,Fairfax County,Elem,2021-2022,,89.0,92.0,87.0,,89.3
850,Wakefield Forest Elementary,Fairfax County,Elem,2022-2023,,90.0,93.0,91.0,,91.3
850,Wakefield Forest Elementary,Fairfax County,Elem,2023-2024,,92.0,94.0,90.0,,92.0
850,Wakefield Forest Elementary,Fairfax County,Elem,2024-2025,,93.0,94.0,86.0,,91.0
870,Crestwood Elementary,Fairfax County,Elem,2020-2021,,33.0,44.0,24.0,,33.7
870,Crestwood Elementary,Fairfax County,Elem,2021-2022,,49.0,51.0,52.0,,50.7
870,Crestwood Elementary,Fairfax County,Elem,2022-2023,,45.0,50.0,41.0,,45.3
870,Crestwood Elementary,Fairfax County,Elem,2023-2024,,44.0,49.0,53.0,,48.7
870,Crestwood Elementary,Fairfax County,Elem,2024-2025,,53.0,46.0,34.0,,44.3
890,Lynbrook Elementary,Fairfax County,Elem,2020-2021,,15.0,31.0,9.0,,18.3
890,Lynbrook Elementary,Fairfax County,Elem,2021-2022,,32.0,41.0,48.0,,40.3
890,Lynbrook Elementary,Fairfax County,Elem,2022-2023,,40.0,37.0,49.0,,42.0
890,Lynbrook Elementary,Fairfax County,Elem,2023-2024,,35.0,33.0,38.0,,35.3
890,Lynbrook Elementary,Fairfax County,Elem,2024-2025,,37.0,39.0,42.0,,39.3
900,West Potomac High,Fairfax County,High,2020-2021,57.0,54.0,71.0,62.0,69.0,62.6
900,West Potomac High,Fairfax County,High,2021-2022,19.0,72.0,81.0,57.0,20.0,49.8
900,West Potomac High,Fairfax County,High,2022-2023,17.0,77.0,83.0,55.0,0.0,46.4
900,West Potomac High,Fairfax County,High,2023-2024,25.0,80.0,84.0,56.0,15.0,52.0
900,West Potomac High,Fairfax County,High,2024-2025,19.0,70.0,76.0,64.0,13.0,48.4
930,North Springfield Elementary,Fairfax County,Elem,2020-2021,,47.0,65.0,41.0,,51.0
930,North Springfield Elementary,Fairfax County,Elem,2021-2022,,60.0,59.0,59.0,,59.3
930,North Springfield Elementary,Fairfax County,Elem,2022-2023,,58.0,62.0,60.0,,60.0
930,North Springfield Elementary,Fairfax County,Elem,2023-2024,,58.0,60.0,39.0,,52.3
930,North Springfield Elementary,Fairfax County,Elem,2024-2025,,72.0,67.0,63.0,,67.3
940,Bren Mar Park Elementary,Fairfax County,Elem,2020-2021,,43.0,56.0,38.0,,45.7
940,Bren Mar Park Elementary,Fairfax County,Elem,2021-2022,,64.0,69.0,65.0,,66.0
940,Bren Mar Park Elementary,Fairfax County,Elem,2022-2023,,60.0,57.0,69.0,,62.0
940,Bren Mar Park Elementary,Fairfax County,Elem,2023-2024,,60.0,57.0,58.0,,58.3
940,Bren Mar Park Elementary,Fairfax County,Elem,2024-2025,,66.0,63.0,68.0,,65.7
950,Rose Hill Elementary,Fairfax County,Elem,2020-2021,,38.0,55.0,33.0,,42.0
950,Rose Hill Elementary,Fairfax County,Elem,2021-2022,,57.0,65.0,62.0,,61.3
950,Rose Hill Elementary,Fairfax County,Elem,2022-2023,,53.0,60.0,42.0,,51.7
950,Rose Hill Elementary,Fairfax County,Elem,2023-2024,,57.0,58.0,60.0,,58.3
950,Rose Hill Elementary,Fairfax County,Elem,2024-2025,,73.0,68.0,63.0,,68.0
960,Springfield Estates Elementary,Fairfax County,Elem,2020-2021,,78.0,87.0,73.0,,79.3
960,Springfield Estates Elementary,Fairfax County,Elem,2021-2022,,83.0,86.0,76.0,,81.7
960,Springfield Estates Elementary,Fairfax County,Elem,2022-2023,,86.0,84.0,74.0,,81.3
960,Springfield Estates Elementary,Fairfax County,Elem,2023-2024,,84.0,85.0,85.0,,84.7
960,Springfield Estates Elementary,Fairfax County,Elem,2024-2025,,88.0,87.0,82.0,,85.7
970,Glen Forest Elementary,Fairfax County,Elem,2020-2021,,27.0,37.0,20.0,,28.0
970,Glen Forest Elementary,Fairfax County,Elem,2021-2022,,53.0,47.0,34.0,,44.7
970,Glen Forest Elementary,Fairfax County,Elem,2022-2023,,45.0,43.0,46.0,,44.7
970,Glen Forest Elementary,Fairfax County,Elem,2023-2024,,44.0,46.0,33.0,,41.0
970,Glen Forest Elementary,Fairfax County,Elem,2024-2025,,54.0,51.0,41.0,,48.7
980,Kent Gardens Elementary,Fairfax County,Elem,2020-2021,,90.0,94.0,83.0,,89.0
980,Kent Gardens Elementary,Fairfax County,Elem,2021-2022,,95.0,93.0,89.0,,92.3
980,Kent Gardens Elementary,Fairfax County,Elem,2022-2023,,95.0,94.0,90.0,,93.0
980,Kent Gardens Elementary,Fairfax County,Elem,2023-2024,,94.0,93.0,91.0,,92.7
980,Kent Gardens Elementary,Fairfax County,Elem,2024-2025,,98.0,96.0,95.0,,96.3
1020,Lewis High,Fairfax County,High,2020-2021,64.0,48.0,53.0,48.0,74.0,57.4
1020,Lewis High,Fairfax County,High,2021-2022,52.0,78.0,75.0,57.0,23.0,57.0
1020,Lewis High,Fairfax County,High,2022-2023,28.0,67.0,79.0,49.0,,55.8
1020,Lewis High,Fairfax County,High,2023-2024,33.0,71.0,78.0,56.0,,59.5
1020,Lewis High,Fairfax County,High,2024-2025,33.0,73.0,78.0,67.0,,62.8
1030,Parklawn Elementary,Fairfax County,Elem,2020-2021,,28.0,42.0,35.0,,35.0
1030,Parklawn Elementary,Fairfax County,Elem,2021-2022,,41.0,52.0,44.0,,45.7
1030,Parklawn Elementary,Fairfax County,Elem,2022-2023,,47.0,52.0,42.0,,47.0
1030,Parklawn Elementary,Fairfax County,Elem,2023-2024,,55.0,49.0,42.0,,48.7
1030,Parklawn Elementary,Fairfax County,Elem,2024-2025,,52.0,53.0,39.0,,48.0
1050,Churchill Road Elementary,Fairfax County,Elem,2020-2021,,85.0,91.0,79.0,,85.0
1050,Churchill Road Elementary,Fairfax County,Elem,2021-2022,,93.0,95.0,86.0,,91.3
1050,Churchill Road Elementary,Fairfax County,Elem,2022-2023,,95.0,96.0,92.0,,94.3
1050,Churchill Road Elementary,Fairfax County,Elem,2023-2024,,96.0,94.0,91.0,,93.7
1050,Churchill Road Elementary,Fairfax County,Elem,2024-2025,,97.0,94.0,92.0,,94.3
1060,Madison High,Fairfax County,High,2020-2021,,77.0,71.0,85.0,91.0,81.0
1060,Madison High,Fairfax County,High,2021-2022,61.0,95.0,94.0,87.0,,84.2
1060,Madison High,Fairfax County,High,2022-2023,,92.0,94.0,85.0,,90.3
1060,Madison High,Fairfax County,High,2023-2024,,91.0,88.0,85.0,,88.0
1060,Madison High,Fairfax County,High,2024-2025,,95.0,96.0,89.0,,93.3
1070,Justice High,Fairfax County,High,2020-2021,80.0,63.0,68.0,48.0,74.0,66.6
1070,Justice High,Fairfax County,High,2021-2022,11.0,78.0,64.0,53.0,74.0,56.0
1070,Justice High,Fairfax County,High,2022-2023,21.0,79.0,73.0,54.0,,56.8
1070,Justice High,Fairfax County,High,2023-2024,65.0,85.0,72.0,55.0,,69.2
1070,Justice High,Fairfax County,High,2024-2025,73.0,84.0,78.0,60.0,,73.8
1080,Waynewood Elementary,Fairfax County,Elem,2020-2021,,77.0,90.0,65.0,,77.3
1080,Waynewood Elementary,Fairfax County,Elem,2021-2022,,88.0,90.0,78.0,,85.3
1080,Waynewood Elementary,Fairfax County,Elem,2022-2023,,91.0,92.0,81.0,,88.0
1080,Waynewood Elementary,Fairfax County,Elem,2023-2024,,92.0,92.0,89.0,,91.0
1080,Waynewood Elementary,Fairfax County,Elem,2024-2025,,92.0,93.0,94.0,,93.0
1090,Braddock Elementary,Fairfax County,Elem,2020-2021,,23.0,34.0,16.0,,24.3
1090,Braddock Elementary,Fairfax County,Elem,2021-2022,,44.0,42.0,43.0,,43.0
1090,Braddock Elementary,Fairfax County,Elem,2022-2023,,42.0,39.0,43.0,,41.3
1090,Braddock Elementary,Fairfax County,Elem,2023-2024,,44.0,38.0,38.0,,40.0
1090,Braddock Elementary,Fairfax County,Elem,2024-2025,,51.0,42.0,48.0,,47.0
1100,Falls Church High,Fairfax County,High,2020-2021,,51.0,46.0,63.0,87.0,61.8
1100,Falls Church High,Fairfax County,High,2021-2022,,70.0,75.0,60.0,25.0,57.5
1100,Falls Church High,Fairfax County,High,2022-2023,,73.0,77.0,64.0,62.0,69.0
1100,Falls Church High,Fairfax County,High,2023-2024,14.0,74.0,77.0,58.0,,55.8
1100,Falls Church High,Fairfax County,High,2024-2025,,73.0,81.0,66.0,8.0,57.0
1110,Johnson Middle,Fairfax County,Middle,2020-2021,,68.0,79.0,69.0,,72.0
1110,Johnson Middle,Fairfax County,Middle,2021-2022,,79.0,81.0,67.0,,75.7
1110,Johnson Middle,Fairfax County,Middle,2022-2023,,77.0,78.0,67.0,,74.0
1110,Johnson Middle,Fairfax County,Middle,2023-2024,,75.0,77.0,69.0,,73.7
1110,Johnson Middle,Fairfax County,Middle,2024-2025,,76.0,77.0,70.0,,74.3
1120,Irving Middle,Fairfax County,Middle,2020-2021,,71.0,87.0,75.0,,77.7
1120,Irving Middle,Fairfax County,Middle,2021-2022,,78.0,85.0,75.0,,79.3
1120,Irving Middle,Fairfax County,Middle,2022-2023,,79.0,84.0,74.0,,79.0
1120,Irving Middle,Fairfax County,Middle,2023-2024,,82.0,85.0,82.0,,83.0
1120,Irving Middle,Fairfax County,Middle,2024-2025,,84.0,87.0,81.0,,84.0
1130,Poe Middle,Fairfax County,Middle,2020-2021,,25.0,49.0,41.0,,38.3
1130,Poe Middle,Fairfax County,Middle,2021-2022,,39.0,54.0,49.0,,47.3
1130,Poe Middle,Fairfax County,Middle,2022-2023,,42.0,51.0,49.0,,47.3
1130,Poe Middle,Fairfax County,Middle,2023-2024,,42.0,51.0,51.0,,48.0
1130,Poe Middle,Fairfax County,Middle,2024-2025,,48.0,51.0,48.0,,49.0
1140,Thoreau Middle,Fairfax County,Middle,2020-2021,,75.0,90.0,81.0,,82.0
1140,Thoreau Middle,Fairfax County,Middle,2021-2022,,80.0,87.0,79.0,,82.0
1140,Thoreau Middle,Fairfax County,Middle,2022-2023,,84.0,86.0,80.0,,83.3
1140,Thoreau Middle,Fairfax County,Middle,2023-2024,,86.0,88.0,83.0,,85.7
1140,Thoreau Middle,Fairfax County,Middle,2024-2025,,84.0,87.0,85.0,,85.3
1150,Longfellow Middle,Fairfax County,Middle,2020-2021,,87.0,93.0,89.0,,89.7
1150,Longfellow Middle,Fairfax County,Middle,2021-2022,,87.0,91.0,88.0,,88.7
1150,Longfellow Middle,Fairfax County,Middle,2022-2023,,87.0,90.0,86.0,,87.7
1150,Longfellow Middle,Fairfax County,Middle,2023-2024,,91.0,91.0,86.0,,89.3
1150,Longfellow Middle,Fairfax County,Middle,2024-2025,,93.0,94.0,90.0,,92.3
1160,Twain Middle,Fairfax County,Middle,2020-2021,,56.0,78.0,62.0,,65.3
1160,Twain Middle,Fairfax County,Middle,2021-2022,,68.0,78.0,73.0,,73.0
1160,Twain Middle,Fairfax County,Middle,2022-2023,,67.0,77.0,66.0,,70.0
1160,Twain Middle,Fairfax County,Middle,2023-2024,,71.0,79.0,72.0,,74.0
1160,Twain Middle,Fairfax County,Middle,2024-2025,,74.0,79.0,73.0,,75.3
1170,Glasgow Middle,Fairfax County,Middle,2020-2021,,39.0,56.0,54.0,,49.7
1170,Glasgow Middle,Fairfax County,Middle,2021-2022,,53.0,61.0,49.0,,54.3
1170,Glasgow Middle,Fairfax County,Middle,2022-2023,,55.0,56.0,50.0,,53.7
1170,Glasgow Middle,Fairfax County,Middle,2023-2024,,50.0,55.0,52.0,,52.3
1170,Glasgow Middle,Fairfax County,Middle,2024-2025,,56.0,55.0,50.0,,53.7
1190,Cooper Middle,Fairfax County,Middle,2020-2021,,84.0,95.0,87.0,,88.7
1190,Cooper Middle,Fairfax County,Middle,2021-2022,,87.0,93.0,88.0,,89.3
1190,Cooper Middle,Fairfax County,Middle,2022-2023,,89.0,93.0,86.0,,89.3
1190,Cooper Middle,Fairfax County,Middle,2023-2024,,93.0,94.0,89.0,,92.0
1190,Cooper Middle,Fairfax County,Middle,2024-2025,,96.0,96.0,92.0,,94.7
1200,Marshall Road Elementary,Fairfax County,Elem,2020-2021,,59.0,75.0,52.0,,62.0
1200,Marshall Road Elementary,Fairfax County,Elem,2021-2022,,63.0,72.0,51.0,,62.0
1200,Marshall Road Elementary,Fairfax County,Elem,2022-2023,,64.0,67.0,51.0,,60.7
1200,Marshall Road Elementary,Fairfax County,Elem,2023-2024,,61.0,65.0,55.0,,60.3
1200,Marshall Road Elementary,Fairfax County,Elem,2024-2025,,69.0,68.0,62.0,,66.3
1210,Mantua Elementary,Fairfax County,Elem,2020-2021,,76.0,82.0,69.0,,75.7
1210,Mantua Elementary,Fairfax County,Elem,2021-2022,,87.0,91.0,87.0,,88.3
1210,Mantua Elementary,Fairfax County,Elem,2022-2023,,87.0,89.0,83.0,,86.3
1210,Mantua Elementary,Fairfax County,Elem,2023-2024,,87.0,89.0,85.0,,87.0
1210,Mantua Elementary,Fairfax County,Elem,2024-2025,,91.0,89.0,94.0,,91.3
1240,Keene Mill Elementary,Fairfax County,Elem,2020-2021,,87.0,90.0,85.0,,87.3
1240,Keene Mill Elementary,Fairfax County,Elem,2021-2022,,90.0,92.0,89.0,,90.3
1240,Keene Mill Elementary,Fairfax County,Elem,2022-2023,,90.0,92.0,90.0,,90.7
1240,Keene Mill Elementary,Fairfax County,Elem,2023-2024,,89.0,91.0,86.0,,88.7
1240,Keene Mill Elementary,Fairfax County,Elem,2024-2025,,90.0,91.0,87.0,,89.3
1250,Herndon Elementary,Fairfax County,Elem,2020-2021,,30.0,40.0,28.0,,32.7
1250,Herndon Elementary,Fairfax County,Elem,2021-2022,,41.0,45.0,35.0,,40.3
1250,Herndon Elementary,Fairfax County,Elem,2022-2023,,43.0,39.0,28.0,,36.7
1250,Herndon Elementary,Fairfax County,Elem,2023-2024,,44.0,40.0,37.0,,40.3
1250,Herndon Elementary,Fairfax County,Elem,2024-2025,,39.0,44.0,45.0,,42.7
1260,Woodson High,Fairfax County,High,2020-2021,,65.0,74.0,85.0,89.0,78.2
1260,Woodson High,Fairfax County,High,2021-2022,69.0,81.0,95.0,90.0,95.0,86.0
1260,Woodson High,Fairfax County,High,2022-2023,69.0,93.0,96.0,91.0,82.0,86.2
1260,Woodson High,Fairfax County,High,2023-2024,87.0,94.0,95.0,89.0,75.0,88.0
1260,Woodson High,Fairfax County,High,2024-2025,60.0,95.0,95.0,89.0,,84.8
1270,Edison High,Fairfax County,High,2020-2021,,62.0,77.0,57.0,79.0,68.8
1270,Edison High,Fairfax County,High,2021-2022,33.0,79.0,84.0,72.0,39.0,61.4
1270,Edison High,Fairfax County,High,2022-2023,50.0,78.0,91.0,68.0,,71.8
1270,Edison High,Fairfax County,High,2023-2024,33.0,79.0,86.0,65.0,42.0,61.0
1270,Edison High,Fairfax County,High,2024-2025,,74.0,87.0,71.0,8.0,60.0
1290,Marshall High,Fairfax County,High,2020-2021,67.0,61.0,73.0,83.0,93.0,75.4
1290,Marshall High,Fairfax County,High,2021-2022,80.0,91.0,94.0,89.0,,88.5
1290,Marshall High,Fairfax County,High,2022-2023,67.0,89.0,95.0,85.0,,84.0
1290,Marshall High,Fairfax County,High,2023-2024,48.0,90.0,90.0,87.0,,78.8
1290,Marshall High,Fairfax County,High,2024-2025,69.0,85.0,92.0,86.0,,83.0
1300,Sandburg Middle,Fairfax County,Middle,2020-2021,50.0,52.0,75.0,62.0,,59.8
1300,Sandburg Middle,Fairfax County,Middle,2021-2022,,58.0,72.0,60.0,,63.3
1300,Sandburg Middle,Fairfax County,Middle,2022-2023,,52.0,69.0,59.0,,60.0
1300,Sandburg Middle,Fairfax County,Middle,2023-2024,,55.0,66.0,61.0,,60.7
1300,Sandburg Middle,Fairfax County,Middle,2024-2025,,65.0,72.0,66.0,,67.7
1310,Ravensworth Elementary,Fairfax County,Elem,2020-2021,,65.0,77.0,56.0,,66.0
1310,Ravensworth Elementary,Fairfax County,Elem,2021-2022,,78.0,83.0,71.0,,77.3
1310,Ravensworth Elementary,Fairfax County,Elem,2022-2023,,73.0,78.0,62.0,,71.0
1310,Ravensworth Elementary,Fairfax County,Elem,2023-2024,,76.0,77.0,74.0,,75.7
1310,Ravensworth Elementary,Fairfax County,Elem,2024-2025,,85.0,85.0,89.0,,86.3
1320,Washington Mill Elementary,Fairfax County,Elem,2020-2021,,33.0,53.0,30.0,,38.7
1320,Washington Mill Elementary,Fairfax County,Elem,2021-2022,,46.0,58.0,36.0,,46.7
1320,Washington Mill Elementary,Fairfax County,Elem,2022-2023,,49.0,62.0,67.0,,59.3
1320,Washington Mill Elementary,Fairfax County,Elem,2023-2024,,57.0,61.0,56.0,,58.0
1320,Washington Mill Elementary,Fairfax County,Elem,2024-2025,,65.0,63.0,67.0,,65.0
1330,Hollin Meadows Elementary,Fairfax County,Elem,2020-2021,,30.0,53.0,51.0,,44.7
1330,Hollin Meadows Elementary,Fairfax County,Elem,2021-2022,,43.0,58.0,47.0,,49.3
1330,Hollin Meadows Elementary,Fairfax County,Elem,2022-2023,,40.0,52.0,64.0,,52.0
1330,Hollin Meadows Elementary,Fairfax County,Elem,2023-2024,,51.0,58.0,58.0,,55.7
1330,Hollin Meadows Elementary,Fairfax County,Elem,2024-2025,,57.0,57.0,48.0,,54.0
1350,Stratford Landing Elementary,Fairfax County,Elem,2020-2021,,68.0,82.0,64.0,,71.3
1350,Stratford Landing Elementary,Fairfax County,Elem,2021-2022,,76.0,83.0,66.0,,75.0
1350,Stratford Landing Elementary,Fairfax County,Elem,2022-2023,,77.0,84.0,76.0,,79.0
1350,Stratford Landing Elementary,Fairfax County,Elem,2023-2024,,78.0,86.0,84.0,,82.7
1350,Stratford Landing Elementary,Fairfax County,Elem,2024-2025,,87.0,92.0,81.0,,86.7
1360,Annandale Terrace Elementary,Fairfax County,Elem,2020-2021,,16.0,37.0,31.0,,28.0
1360,Annandale Terrace Elementary,Fairfax County,Elem,2021-2022,,41.0,48.0,38.0,,42.3
1360,Annandale Terrace Elementary,Fairfax County,Elem,2022-2023,,52.0,50.0,40.0,,47.3
1360,Annandale Terrace Elementary,Fairfax County,Elem,2023-2024,,48.0,53.0,53.0,,51.3
1360,Annandale Terrace Elementary,Fairfax County,Elem,2024-2025,,55.0,52.0,55.0,,54.0
1371,Thomas Jefferson High for Science and Technology,Fairfax County,High,2020-2021,,100.0,100.0,100.0,100.0,100.0
1371,Thomas Jefferson High for Science and Technology,Fairfax County,High,2021-2022,100.0,100.0,100.0,99.0,,99.8
1371,Thomas Jefferson High for Science and Technology,Fairfax County,High,2022-2023,99.0,99.0,98.0,100.0,,99.0
1371,Thomas Jefferson High for Science and Technology,Fairfax County,High,2023-2024,,100.0,100.0,100.0,,100.0
1371,Thomas Jefferson High for Science and Technology,Fairfax County,High,2024-2025,,100.0,100.0,100.0,,100.0
1380,Stenwood Elementary,Fairfax County,Elem,2020-2021,,74.0,87.0,66.0,,75.7
1380,Stenwood Elementary,Fairfax County,Elem,2021-2022,,87.0,90.0,81.0,,86.0
1380,Stenwood Elementary,Fairfax County,Elem,2022-2023,,90.0,91.0,86.0,,89.0
1380,Stenwood Elementary,Fairfax County,Elem,2023-2024,,88.0,91.0,86.0,,88.3
1380,Stenwood Elementary,Fairfax County,Elem,2024-2025,,90.0,90.0,84.0,,88.0
1390,Mosaic Elementary,Fairfax County,Elem,2020-2021,,83.0,89.0,71.0,,81.0
1390,Mosaic Elementary,Fairfax County,Elem,2021-2022,,89.0,89.0,74.0,,84.0
1390,Mosaic Elementary,Fairfax County,Elem,2022-2023,,88.0,86.0,76.0,,83.3
1390,Mosaic Elementary,Fairfax County,Elem,2023-2024,,89.0,87.0,77.0,,84.3
1390,Mosaic Elementary,Fairfax County,Elem,2024-2025,,92.0,87.0,81.0,,86.7
1400,Little Run Elementary,Fairfax County,Elem,2020-2021,,70.0,86.0,44.0,,66.7
1400,Little Run Elementary,Fairfax County,Elem,2021-2022,,78.0,76.0,75.0,,76.3
1400,Little Run Elementary,Fairfax County,Elem,2022-2023,,79.0,79.0,65.0,,74.3
1400,Little Run Elementary,Fairfax County,Elem,2023-2024,,76.0,74.0,67.0,,72.3
1400,Little Run Elementary,Fairfax County,Elem,2024-2025,,78.0,73.0,68.0,,73.0
1410,Frost Middle,Fairfax County,Middle,2020-2021,,79.0,91.0,88.0,,86.0
1410,Frost Middle,Fairfax County,Middle,2021-2022,,86.0,90.0,87.0,,87.7
1410,Frost Middle,Fairfax County,Middle,2022-2023,,85.0,89.0,82.0,,85.3
1410,Frost Middle,Fairfax County,Middle,2023-2024,,88.0,90.0,87.0,,88.3
1410,Frost Middle,Fairfax County,Middle,2024-2025,,86.0,89.0,86.0,,87.0
1420,Hybla Valley Elementary,Fairfax County,Elem,2020-2021,,15.0,26.0,12.0,,17.7
1420,Hybla Valley Elementary,Fairfax County,Elem,2021-2022,,38.0,44.0,32.0,,38.0
1420,Hybla Valley Elementary,Fairfax County,Elem,2022-2023,,39.0,39.0,47.0,,41.7
1420,Hybla Valley Elementary,Fairfax County,Elem,2023-2024,,44.0,41.0,63.0,,49.3
1420,Hybla Valley Elementary,Fairfax County,Elem,2024-2025,,49.0,45.0,49.0,,47.7
1430,West Springfield Elementary,Fairfax County,Elem,2020-2021,,74.0,88.0,78.0,,80.0
1430,West Springfield Elementary,Fairfax County,Elem,2021-2022,,84.0,84.0,72.0,,80.0
1430,West Springfield Elementary,Fairfax County,Elem,2022-2023,,88.0,88.0,86.0,,87.3
1430,West Springfield Elementary,Fairfax County,Elem,2023-2024,,87.0,86.0,85.0,,86.0
1430,West Springfield Elementary,Fairfax County,Elem,2024-2025,,91.0,89.0,88.0,,89.3
1440,Kings Park Elementary,Fairfax County,Elem,2020-2021,,56.0,64.0,,,60.0
1440,Kings Park Elementary,Fairfax County,Elem,2021-2022,,83.0,74.0,,,78.5
1440,Kings Park Elementary,Fairfax County,Elem,2022-2023,,78.0,77.0,,,77.5
1440,Kings Park Elementary,Fairfax County,Elem,2023-2024,,78.0,77.0,,,77.5
1440,Kings Park Elementary,Fairfax County,Elem,2024-2025,,82.0,79.0,,,80.5
1450,Forestdale Elementary,Fairfax County,Elem,2020-2021,,24.0,38.0,30.0,,30.7
1450,Forestdale Elementary,Fairfax County,Elem,2021-2022,,43.0,50.0,36.0,,43.0
1450,Forestdale Elementary,Fairfax County,Elem,2022-2023,,44.0,48.0,47.0,,46.3
1450,Forestdale Elementary,Fairfax County,Elem,2023-2024,,47.0,47.0,42.0,,45.3
1450,Forestdale Elementary,Fairfax County,Elem,2024-2025,,51.0,45.0,58.0,,51.3
1460,Langley High,Fairfax County,High,2020-2021,,70.0,71.0,89.0,94.0,81.0
1460,Langley High,Fairfax County,High,2021-2022,83.0,94.0,98.0,96.0,,92.8
1460,Langley High,Fairfax County,High,2022-2023,91.0,93.0,99.0,95.0,,94.5
1460,Langley High,Fairfax County,High,2023-2024,94.0,94.0,99.0,93.0,,95.0
1460,Langley High,Fairfax County,High,2024-2025,64.0,95.0,98.0,93.0,,87.5
1480,Fairfax Villa Elementary,Fairfax County,Elem,2020-2021,,70.0,84.0,81.0,,78.3
1480,Fairfax Villa Elementary,Fairfax County,Elem,2021-2022,,78.0,81.0,76.0,,78.3
1480,Fairfax Villa Elementary,Fairfax County,Elem,2022-2023,,82.0,82.0,74.0,,79.3
1480,Fairfax Villa Elementary,Fairfax County,Elem,2023-2024,,82.0,84.0,86.0,,84.0
1480,Fairfax Villa Elementary,Fairfax County,Elem,2024-2025,,84.0,85.0,75.0,,81.3
1500,Greenbriar West Elementary,Fairfax County,Elem,2020-2021,,84.0,88.0,77.0,,83.0
1500,Greenbriar West Elementary,Fairfax County,Elem,2021-2022,,86.0,87.0,85.0,,86.0
1500,Greenbriar West Elementary,Fairfax County,Elem,2022-2023,,84.0,84.0,83.0,,83.7
1500,Greenbriar West Elementary,Fairfax County,Elem,2023-2024,,85.0,86.0,89.0,,86.7
1500,Greenbriar West Elementary,Fairfax County,Elem,2024-2025,,89.0,90.0,86.0,,88.3
1510,Columbia Elementary,Fairfax County,Elem,2020-2021,,53.0,63.0,42.0,,52.7
1510,Columbia Elementary,Fairfax County,Elem,2021-2022,,82.0,84.0,67.0,,77.7
1510,Columbia Elementary,Fairfax County,Elem,2022-2023,,80.0,80.0,82.0,,80.7
1510,Columbia Elementary,Fairfax County,Elem,2023-2024,,79.0,75.0,67.0,,73.7
1510,Columbia Elementary,Fairfax County,Elem,2024-2025,,80.0,72.0,76.0,,76.0
1521,Holmes Middle,Fairfax County,Middle,2020-2021,17.0,33.0,59.0,49.0,17.0,35.0
1521,Holmes Middle,Fairfax County,Middle,2021-2022,,47.0,62.0,55.0,,54.7
1521,Holmes Middle,Fairfax County,Middle,2022-2023,,49.0,57.0,58.0,,54.7
1521,Holmes Middle,Fairfax County,Middle,2023-2024,,54.0,53.0,53.0,,53.3
1521,Holmes Middle,Fairfax County,Middle,2024-2025,,59.0,59.0,59.0,,59.0
1530,Armstrong Elementary,Fairfax County,Elem,2020-2021,,66.0,82.0,56.0,,68.0
1530,Armstrong Elementary,Fairfax County,Elem,2021-2022,,79.0,81.0,70.0,,76.7
1530,Armstrong Elementary,Fairfax County,Elem,2022-2023,,76.0,74.0,62.0,,70.7
1530,Armstrong Elementary,Fairfax County,Elem,2023-2024,,76.0,75.0,74.0,,75.0
1530,Armstrong Elementary,Fairfax County,Elem,2024-2025,,74.0,77.0,65.0,,72.0
1540,Union Mill Elementary,Fairfax County,Elem,2020-2021,,68.0,76.0,73.0,,72.3
1540,Union Mill Elementary,Fairfax County,Elem,2021-2022,,88.0,85.0,89.0,,87.3
1540,Union Mill Elementary,Fairfax County,Elem,2022-2023,,84.0,83.0,80.0,,82.3
1540,Union Mill Elementary,Fairfax County,Elem,2023-2024,,85.0,83.0,82.0,,83.3
1540,Union Mill Elementary,Fairfax County,Elem,2024-2025,,87.0,80.0,75.0,,80.7
1550,Whitman Middle,Fairfax County,Middle,2020-2021,,25.0,57.0,45.0,,42.3
1550,Whitman Middle,Fairfax County,Middle,2021-2022,,45.0,57.0,48.0,,50.0
1550,Whitman Middle,Fairfax County,Middle,2022-2023,,49.0,55.0,60.0,,54.7
1550,Whitman Middle,Fairfax County,Middle,2023-2024,,54.0,59.0,53.0,,55.3
1550,Whitman Middle,Fairfax County,Middle,2024-2025,,62.0,63.0,59.0,,61.3
1570,Lake Anne Elementary,Fairfax County,Elem,2020-2021,,38.0,63.0,43.0,,48.0
1570,Lake Anne Elementary,Fairfax County,Elem,2021-2022,,65.0,70.0,72.0,,69.0
