registration_number,system_id,entity_name,carrier_category,status,structure_type,overall_height_agl,overall_height_amsl,city,state,county_fips,zip_code
A0317537,1234539,,Unknown,A,TOWER,41.1,42.7,Ashland,VA,51085,23005
A0749173,1235032,,Unknown,C,TOWER,39.6,39.6,Virginia Beach,VA,51810,23455
A0285292,1235033,,Unknown,A,TOWER,38.1,38.1,Virginia Beach,VA,51810,23453
A0749174,1235035,,Unknown,C,TOWER,46.6,46.6,Richmond,VA,51041,23237
A0499135,1235045,,Unknown,A,TOWER,76.8,76.8,Wakefield,VA,51183,23888
A0298850,1235773,,Unknown,A,TOWER,40.5,40.5,Chantilly,VA,51107,20152
A0494211,1236243,,Unknown,A,TOWER,30.5,30.5,Aldie,VA,51107,20105
A0360265,1237134,"Commonwealth of Virginia, Department of Forestry",Government,C,TOWER,40.5,42.6,Chesapeake,VA,51550,23321
A0314567,1237327,,Unknown,A,TOWER,77.7,79.2,Thornburg,VA,51177,22580
A0312484,1237639,"Mid Atlantic Tower, LLC",Tower Infrastructure,C,TOWER,79.3,79.3,Emporia,VA,51595,23847
A0462015,1238336,"Mid Atlantic Tower, LLC",Tower Infrastructure,C,TOWER,76.2,83.8,Gasburg,VA,51025,23857
A0360299,1238458,Virginia Department of Forestry,Government,C,TOWER,16.3,17.3,Abingdon,VA,51191,24210
A0923921,1238804,Commonwealth of Virginia  Department of Aviation,Government,C,,9.1,10.9,Melfa,VA,51001,23410
A0331879,1239322,"ATG Investments, LLP",Filing Agent,C,TOWER,59.4,60.7,Smithfield,VA,51093,23430
A0419435,1239326,,Unknown,A,POLE,36.6,37.8,Newport News,VA,51700,23602
A0447752,1239912,"Prince George, County of",Government,C,TOWER,68.6,70.4,Burrowsville,VA,51149,23881
A0447760,1239913,"Price George, County of",Government,A,TOWER,91.4,99.1,Prince George,VA,51149,23875
A0339251,1240060,Mitchell Communications,Other,A,TOWER,64.3,64.3,Danville,VA,51590,24541
A0452326,1240505,Town of Farmville,Other,G,TANK,47.2,47.2,Farmville,VA,51049,23901
A0388100,1240857,County of York,Government,C,TOWER,121.9,125.0,Yorktown,VA,51199,23690
A0378130,1241460,WJLZ,Other,C,BTWR,23.3,36.0,Virginia Beach,VA,51810,23452
A0425704,1242834,,Unknown,A,TOWER,46.2,47.9,Newport News,VA,51700,23608
A0373367,1243001,,Unknown,G,TOWER,69.5,69.5,Chatham,VA,51143,24531
A0414820,1243144,"Motorplex, Inc.",Other,C,MAST,59.7,60.6,South Boston,VA,51083,24592
A0392554,1243670,,Unknown,A,MAST,44.2,45.7,Chesapeake City,VA,51550,23321
A0393733,1243778,Southside Electric Cooperative,Utility Infrastructure,A,POLE,38.1,38.1,Blackstone,VA,51135,23824
A0430269,1244236,MELFA VOLUNTEER FIRIE & RESCUE CO INC,Other,C,TOWER,12.1,14.4,MELFA,VA,51001,23410
A0389817,1244358,,Unknown,A,POLE,30.8,30.8,Williamsburg,VA,51830,23185
A0546223,1244386,MANAKIN TOWERS LLC,Other,A,TOWER,57.9,59.4,CHANTILLY,VA,51107,20152
A0543389,1244392,NATIONAL COMMUNICATION TOWERS LLC,Tower Infrastructure,A,TOWER,59.4,60.7,WARSAW,VA,51159,22572
A0505870,1244660,"Pegasus Tower Company, LTD",Tower Infrastructure,A,TOWER,76.2,77.4,Cliffield,VA,51185,24637
A0505871,1244667,"Pegasus Tower Company, LTD",Tower Infrastructure,A,TOWER,76.2,77.7,Richlands,VA,51185,24637
A0399882,1244670,"Pegasus Tower Company, LTD",Tower Infrastructure,A,TOWER,76.2,77.7,Richlands,VA,51185,24641
A1086145,1245118,Southside Electric Cooperative,Utility Infrastructure,C,POLE,38.1,38.1,Blackstone,VA,51135,23824
A0401975,1245870,"Ronald E. Wright Logging, Inc.",Other,C,TOWER,54.8,59.4,Gasburg,VA,51025,23845
A0749246,1246221,,Unknown,C,TOWER,33.5,33.5,Norfolk,VA,51710,23505
A0415086,1246256,Department of the Army,Government,G,TOWER,39.6,42.7,Fort Lee,VA,51149,23801
A0487539,1246565,"Pegasus Tower Company, LTD",Tower Infrastructure,A,TOWER,76.2,77.4,Springfield,VA,51185,24630
A0597022,1247694,NATIONAL COMMUNICATION TOWERS LLC,Tower Infrastructure,A,TOWER,59.4,60.6,SPOTSYLVANIA,VA,51177,22553
A0484738,1247709,,Unknown,A,TOWER,45.7,47.2,Fredricksburg,VA,51177,22407
A0749249,1247802,,Unknown,C,UPOLE,37.5,37.5,Manassas,VA,51153,20109
A0443550,1247939,,Unknown,G,TOWER,121.0,121.9,Newport News,VA,51700,23608
A0446090,1248246,County of York,Government,C,TOWER,91.4,91.4,Poquoson,VA,51735,23662
A0659476,1248384,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,76.2,79.2,DILLWYN,VA,51029,23040
A0733899,1248385,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,76.2,79.2,SPROUSES CORNER,VA,51029,23936
A0659474,1248386,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,76.2,79.2,PLEASANT VALLEY,VA,51029,23936
A0519622,1248781,,Unknown,C,TOWER,29.2,34.1,Chesapeake,VA,51550,23322
A0749255,1248851,,Unknown,C,POLE,23.7,23.7,Virginia Beach,VA,51810,23454
A0505872,1249104,"Pegasus Tower Company, LTD",Tower Infrastructure,A,TOWER,59.4,60.6,Cana,VA,51035,24317
A0517882,1249350,Token Towers LLC,Other,A,TOWER,192.0,192.0,Bensley Village,VA,51041,23234
A0749257,1249443,,Unknown,C,TOWER,38.7,38.7,Yorktown,VA,51199,23693
A0866772,1249472,,Unknown,A,TOWER,60.6,60.6,Newport News,VA,51700,23604
A0624089,1249556,"Shared Tower Sites, LLC",Other,A,TOWER,36.6,38.4,Leesburg,VA,51107,20176
A0468523,1250263,"BROOMIK, LLC",Other,G,TANK,45.7,45.7,MONETA,VA,51067,24121
A0498040,1250435,,Unknown,A,TOWER,7.0,7.0,Springfield,VA,51059,22152
A0492564,1250686,,Unknown,A,POLE,45.7,47.3,Portsmouth,VA,51740,23703
A0483826,1251282,"Virginia, Commonwealth of",Government,C,TOWER,25.5,30.5,Lynchburg,VA,51680,24502
A0483827,1251283,"Virginia, Commonwealth of",Government,C,TOWER,25.5,30.5,Lynchburg,VA,51680,24502
A0505873,1251460,"Pegasus Tower Company, LTD",Tower Infrastructure,A,TOWER,76.2,77.4,Pearisburg,VA,51071,24134
A0484383,1251464,"Pegasus Tower Company, LTD",Tower Infrastructure,G,TOWER,45.7,46.9,Lexington,VA,51163,24450
A0487611,1251679,County of Southampton,Government,G,TOWER,83.8,83.8,Courtland,VA,51175,23837
A0730542,1251752,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,76.2,77.7,AMELIA COURT HOUSE,VA,51007,23002
A0548528,1252078,,Unknown,A,POLE,42.7,42.7,South Boston,VA,51083,24592
A0492931,1252214,"Skyline Towers, LLC",Other,A,TOWER,76.2,77.4,Cedar Bluff,VA,51167,24280
A0505859,1252231,"Pegasus Tower Company, LTD",Tower Infrastructure,A,TOWER,59.4,60.6,Narrows,VA,51071,24124
A0499134,1252356,,Unknown,A,TOWER,27.7,27.7,Richmond,VA,51760,23225
A0864417,1252358,,Unknown,C,TOWER,32.9,32.9,Roanoke,VA,51770,24018
A0567938,1253271,"Williamsburg's Radio Station, Inc.",Broadcasting/Media,C,TOWER,122.5,123.4,Williamsburg,VA,51095,23188
A0844282,1253279,KNOTTS ISLAND TOWER LLC,Other,C,TOWER,60.0,60.7,VIRGINIA BEACH,VA,51810,23457
A0864419,1253323,,Unknown,C,TOWER,42.7,42.7,Lynchburg,VA,51680,24502
A0569911,1253491,National Communication Towers LLC,Tower Infrastructure,A,TOWER,76.2,79.2,Sheppards,VA,51029,23901
A0561434,1255075,Rappahannock Electric Cooperative,Utility Infrastructure,C,TOWER,92.3,99.1,Louisa,VA,51109,23024
A0565776,1255299,,Unknown,C,POLE,27.4,27.4,Tappahannock,VA,51057,22560
A0565778,1255300,,Unknown,C,POLE,30.5,30.5,Tappahannock,VA,51057,22560
A0566263,1255491,,Unknown,C,POLE,27.4,29.0,Tappahannock,VA,51057,22560
A0866773,1255868,,Unknown,A,TOWER,57.9,57.9,Highland Springs,VA,51087,23075
A0544134,1257496,,Unknown,C,POLE,27.4,28.9,Tappahannock,VA,51057,22560
A0544133,1257500,,Unknown,C,POLE,27.4,27.4,Tappahannock,VA,51057,22560
A0749322,1259221,,Unknown,C,TOWER,57.9,57.9,Petersburg,VA,51730,23803
A0628340,1259395,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,59.4,59.4,Montrose,VA,51193,22520
A0659478,1259396,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,76.2,76.2,Buckingham,VA,51029,23921
A0733901,1259908,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,76.2,76.2,Gladstone,VA,51029,24553
A0619899,1259909,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,76.2,76.2,Wingina,VA,51029,24599
A0614942,1260291,"Universal Wireless, LLC",Other,C,TOWER,59.4,60.6,Suffolk,VA,51800,23433
A0568541,1260302,,Unknown,C,POLE,36.6,36.6,Wakefield,VA,51183,23888
A0627072,1260377,York County,Other,C,TOWER,91.4,97.5,Hayes,VA,51073,23072
A0629957,1260378,York County,Other,C,TOWER,91.4,97.5,Gloucester,VA,51073,23061
A0640131,1260379,York County,Other,C,TOWER,91.4,97.5,Saluda,VA,51073,23149
A0627074,1260380,York County,Other,C,TOWER,91.4,97.5,Gloucester,VA,51073,23061
A0640132,1260382,York County,Other,C,TOWER,57.9,60.7,Gloucester,VA,51073,23061
A0570048,1260950,Areawide Communications Inc.,Other,G,TOWER,121.9,121.9,HAMPTON,VA,51650,23666
A0659471,1260956,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,59.4,60.7,Trevilians,VA,51109,23093
A0600363,1264145,,Unknown,A,TOWER,60.0,60.0,Chesapeake,VA,51550,23324
A0635744,1265722,Rappahannock Electric Cooperative,Utility Infrastructure,C,TOWER,76.2,79.5,Dawn,VA,51033,22546
A0733903,1267824,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,59.4,60.7,Beaverdam,VA,51085,23015
A0876370,1267923,,Unknown,A,UPOLE,34.7,34.7,McLean,VA,51059,22101
A0749397,1267924,,Unknown,C,TOWER,58.5,58.5,Alexandria,VA,51510,22302
A0652736,1268738,"Liberty University, Inc.",Other,C,TOWER,29.0,29.0,Flat Creek District,VA,51680,24502
A0645965,1269106,,Unknown,G,TOWER,64.9,65.8,Chase City,VA,51117,23924
A0649559,1270333,Williamsburg United Methodist Church,Other,G,B,46.6,46.6,Williamsburg,VA,51830,23185
A0678876,1272093,Luray Caverns Airport,Other,C,MAST,9.1,19.2,Luray,VA,51139,22835
A0876371,1272640,,Unknown,A,TOWER,42.1,42.1,Ashburn,VA,51107,20147
A0733914,1273853,"National Communication Towers, LLC",Tower Infrastructure,A,TOWER,59.4,60.7,Quinton,VA,51127,23141
A0876375,1274247,,Unknown,A,POLE,43.3,43.3,Alexandria,VA,51059,22315
A0876376,1274325,,Unknown,A,TOWER,30.5,30.5,Springfield,VA,51059,22153
A0876377,1274652,,Unknown,A,TOWER,32.3,32.3,Nokesville,VA,51153,20181
A0724908,1275047,ITT Corporation,Defense/Gov Contractor,C,TOWER,18.0,21.0,Richmond,VA,51041,23237
A0724909,1275048,ITT Corporation,Defense/Gov Contractor,C,TOWER,27.0,33.0,West Point,VA,51097,23156
A0876378,1275530,,Unknown,A,POLE,45.7,45.7,Lorton,VA,51059,22079
A0749574,1276064,,Unknown,C,TANK,36.6,36.6,Leesburg,VA,51107,20176
A0742099,1276132,"Pegasus Tower Development Company, LLC",Tower Infrastructure,A,TOWER,36.5,37.8,Williamsburg,VA,51095,23188
A0706738,1276538,,Unknown,A,TOWER,59.4,59.4,Dublin,VA,51155,24084
A0737232,1276880,"Clear Signal Towers, LLC",Other,A,TOWER,59.4,60.7,Quinton,VA,51127,23141
A0864420,1277164,,Unknown,C,TOWER,39.6,39.6,Norfolk,VA,51710,23513
A0734631,1280073,,Unknown,G,TOWER,48.8,51.8,Botetourt,VA,51023,24175
A0735930,1280304,,Unknown,A,TOWER,57.9,60.7,Falls Mills,VA,54055,24701
A0979120,1280472,"HTS Towers, LLC",Other,A,,60.6,60.6,Williamsburg,VA,51199,23188
A0743231,1281639,ITT,Defense/Gov Contractor,C,TOWER,30.0,33.0,Charlottesville,VA,51003,22936
A0748685,1281897,,Unknown,A,TOWER,35.0,36.5,Gladstone,VA,51125,24553
A0907115,1282174,"Clear Signal Towers, LLC",Other,A,TOWER,59.4,60.6,Bassett,VA,51089,24055
A0876382,1282362,,Unknown,A,TOWER,25.9,25.9,Manassas,VA,51153,20109
A0876383,1282363,,Unknown,A,TOWER,27.1,27.1,Ashburn,VA,51107,20148
A0876384,1282434,,Unknown,A,TOWER,47.2,47.2,Falmouth,VA,51179,22405
A0780373,1283307,Exelis Inc,Defense/Gov Contractor,C,TOWER,27.0,30.0,Suffolk,VA,51800,23434
A0876387,1283387,,Unknown,A,B,44.5,44.5,Alexandria,VA,51059,22306
A1250700,1283491,,Unknown,A,,42.7,42.7,Newport News,VA,51700,23608
A0926632,1283629,,Unknown,A,,54.0,54.8,Danville,VA,51590,24540
A0839689,1284002,Town of Abingdon,Other,C,TOWER,38.4,38.4,Abingdon,VA,51191,24210
A0785138,1284215,Pittsylvania County Board of Supervisors,Defense/Gov Contractor,C,TOWER,91.5,91.5,Chatham,VA,51143,24531
A0801978,1284218,Pittsylvania County Board of Supervisors,Defense/Gov Contractor,C,TOWER,91.5,91.5,Ringgold,VA,51143,24540
A0840599,1284219,Pittsylvania County Board of Supervisors,Defense/Gov Contractor,C,TOWER,59.5,59.5,Hurt,VA,51143,24563
A0840902,1284220,Pittsylvania County Board of Supervisors,Defense/Gov Contractor,C,TOWER,59.5,59.5,Gretna,VA,51143,24557
A0840600,1284221,Pittsylvania County Board of Supervisors,Defense/Gov Contractor,C,TOWER,59.5,59.5,Gretna,VA,51143,24557
A0840903,1284388,Pittsylvania County Board of Supervisors,Defense/Gov Contractor,C,TOWER,59.4,59.4,Chatham,VA,51143,24531
A0811594,1284435,Pittsylvania County Board of Supervisors,Defense/Gov Contractor,C,TOWER,91.4,91.4,Blairs,VA,51143,24540
A0020957,1017441,DUBLIN RADIO,Broadcasting/Media,C,2TA1,75.6,76.5,DUBLIN,VA,51155,24084
A0020959,1017443,WKGM INC,Other,C,4TA4,93.1,94.1,RUSHMERE,VA,51093,23430
A0072432,1061926,,Unknown,C,3TA1,59.9,60.8,HAMPTON,VA,51650,23669
A0072433,1061927,,Unknown,C,3TA2,131.7,132.6,HAMPTON,VA,51650,23669
A0072434,1061928,,Unknown,C,3TA3,59.9,60.8,HAMPTON,VA,51650,23669
A0142303,1065922,"MADISON BROADCASTING GROUP, INC.",Broadcasting/Media,C,5TA3,117.2,117.8,LYNCHBURG,VA,51680,24503
A0142296,1065921,"MADISON BROADCASTING GROUP, INC.",Broadcasting/Media,C,5TA2,117.6,118.3,LYNCHBURG,VA,51680,24503
A0142308,1065923,"MADISON BROADCASTING GROUP, INC.",Broadcasting/Media,C,5TA4,117.6,118.3,LYNCHBURG,VA,51680,24503
A0076577,1065920,"MADISON BROADCASTING GROUP, INC.",Broadcasting/Media,G,5TA1,118.6,119.0,LYNCHBURG,VA,51680,24503
A0076581,1065924,"MADISON BROADCASTING GROUP, INC.",Broadcasting/Media,G,5TA5,106.7,108.2,LYNCHBURG,VA,51680,24503
A0485270,1251610,,Unknown,G,3TA1,65.0,65.0,Midlothian,VA,51041,23113
A0485271,1251611,,Unknown,G,3TA2,65.0,65.0,Midlothian,VA,51041,23113
A0485273,1251613,,Unknown,G,3TA3,65.0,65.0,Midlothian,VA,51041,23113
A0494522,1252441,,Unknown,G,3TA1,65.9,65.9,Midlothian,VA,51041,23113
A0494524,1252442,,Unknown,G,3TA2,65.9,65.9,Midlothian,VA,51041,23113
A0494527,1252443,,Unknown,G,3TA3,65.9,65.9,Midlothian,VA,51041,23113
A0505920,1253572,JACKMAN PROPERTIES LLC,Other,G,3TA1,58.8,58.8,BELLE HAVEN STATION,VA,51001,23306
A0505921,1253573,JACKMAN PROPERTIES LLC,Other,G,3TA2,92.4,93.3,BELLE HAVEN STATION,VA,51001,23306
A0505923,1253574,JACKMAN PROPERTIES LLC,Other,G,3TA3,58.8,58.8,BELLE HAVEN STATION,VA,51001,23306
A0530976,1256449,,Unknown,G,4TA1,75.8,77.7,Richmond,VA,51087,23227
A0530977,1256450,,Unknown,G,4TA2,75.8,77.7,Richmond,VA,51087,23227
A0530978,1256451,,Unknown,G,4TA3,75.8,77.7,Richmond,VA,51087,23227
A0530979,1256452,,Unknown,G,4TA4,75.8,77.7,Richmond,VA,51087,23227
A0560670,1259920,"Jackman Properties, LLC",Other,G,3TA2,91.4,91.4,Surry,VA,51181,23883
A0560672,1259922,"Jackman Properties, LLC",Other,G,3TA3,58.8,58.8,Surry,VA,51181,23883
A0560673,1259923,"Jackman Properties, LLC",Other,G,3TA1,57.9,57.9,Surry,VA,51181,23883
A1012779,1001495,,Unknown,C,TOWER,39.6,42.7,NORFOLK,VA,51710,23502
A1012780,1001499,,Unknown,C,MAST,60.7,60.7,RICHMOND,VA,51075,23233
A1012781,1001500,,Unknown,C,POLE,38.1,42.7,NORFOLK,VA,51710,23505
A1012792,1001757,,Unknown,C,MAST,57.6,60.7,MECHANICSVILLE,VA,51085,23111
A1131034,1001947,,Unknown,C,GTOWER,85.3,86.6,Tazewell,VA,51185,24630
A1168044,1002227,,Unknown,C,POLE,46.3,47.2,NEWPORT NEWS,VA,51700,23608
A1012831,1002228,,Unknown,C,TOWER,56.3,57.6,YORKTOWN,VA,51199,23692
A1011881,1002342,,Unknown,C,TOWER,53.6,57.9,BURKE,VA,51059,22015
A1011882,1002343,,Unknown,C,TOWER,44.5,46.3,STERLING,VA,51107,20166
A1104107,1002965,,Unknown,C,LTOWER,85.6,88.4,South Prince George,VA,51149,23805
A1012907,1003904,,Unknown,C,MAST,57.6,60.3,HAMPTON,VA,51650,23666
A1204600,1003905,,Unknown,C,POLE,46.0,47.5,NEWPORT NEWS,VA,51700,23602
A1012909,1003906,,Unknown,C,TOWER,39.6,40.5,HAMPTON,VA,51650,23669
A1012911,1003908,,Unknown,C,MAST,100.5,104.8,HAMPTON,VA,51650,23661
A1057058,1003912,,Unknown,C,TOWER,56.4,61.0,WILLIAMSBURG,VA,51095,23188
A1011892,1004122,,Unknown,C,POLE,41.4,44.2,STERLING,VA,51107,20166
A1012912,1004157,,Unknown,C,TOWER,38.1,42.1,HAMPTON,VA,51650,23663
A1338059,1005510,,Unknown,C,LTOWER,76.2,80.2,DILLWYN,VA,51029,23936
A1013005,1006906,,Unknown,C,TOWER,121.9,129.5,TOANO,VA,51095,23168
A1013006,1006907,,Unknown,C,TOWER,86.8,90.8,TIDEMILL,VA,51073,23072
A1013007,1006908,,Unknown,C,POLE,38.1,42.0,NEWPORT NEWS,VA,51700,23607
A1184472,1007209,,Unknown,C,LTOWER,44.2,46.6,Daleville,VA,51023,24083
A1013020,1007852,,Unknown,C,TOWER,86.8,91.1,RUTHER GLEN,VA,51033,22546
A1013034,1008184,,Unknown,C,TOWER,36.6,42.1,VIRGINIA BEACH,VA,51810,23455
A1013128,1009063,,Unknown,C,TOWER,87.2,91.7,Ruther Glen,VA,51033,22546
A1217966,1009238,,Unknown,C,GTOWER,137.2,141.1,CHESPEAKE,VA,51550,23322
A1013132,1009239,,Unknown,C,POLE,25.9,27.1,VIRGINIA BEACH,VA,51810,23462
A1013133,1009240,,Unknown,C,TOWER,59.4,66.7,NORFOLK,VA,51710,23518
A1013134,1009241,,Unknown,C,TOWER,56.4,58.8,FENTRESS,VA,51550,23322
A1013135,1009242,,Unknown,C,TOWER,60.3,60.3,CHESAPEAKE,VA,51550,23323
A1013136,1009243,,Unknown,C,TOWER,89.9,91.1,SUFFOLK,VA,51800,23435
A1011967,1009244,,Unknown,C,TOWER,37.8,40.5,NORFOLK,VA,51710,23517
A1013138,1009246,,Unknown,C,TOWER,56.1,60.7,SUFFOLK,VA,51800,23435
A1013139,1009247,,Unknown,C,POLE,46.0,50.3,CHESAPEAKE,VA,51550,23323
A1013140,1009248,,Unknown,C,TOWER,36.6,44.2,PORTSMOUTH,VA,51740,23702
A1013142,1009250,,Unknown,C,TOWER,45.7,47.5,VIRGINIA BEACH,VA,51810,23454
A1013145,1009605,,Unknown,C,TOWER,35.4,35.4,NORFOLK,VA,51710,23502
A1036342,1009606,,Unknown,C,TOWER,30.5,34.4,NORFOLK,VA,51710,23504
A1080123,1009607,,Unknown,C,MAST,30.4,34.4,VIRGINIA BEACH,VA,51810,23453
A1080124,1009608,,Unknown,C,TOWER,137.1,141.1,NEWPORT NEWS,VA,51700,23603
A1128116,1009609,,Unknown,C,MAST,37.5,39.6,VIRGINIA BEACH,VA,51810,23454
A1013147,1009612,,Unknown,C,POLE,38.1,42.1,NORFOLK,VA,51710,23502
A1013148,1009613,,Unknown,C,TOWER,56.4,60.4,VIRGINIA BEACH,VA,51810,23454
A1013149,1009614,,Unknown,C,POLE,31.1,35.7,NORFOLK,VA,51710,23511
A1013150,1009615,,Unknown,C,TOWER,30.5,31.4,VIRGINIA BEACH,VA,51810,23455
A1013151,1009616,,Unknown,C,POLE,42.0,42.0,NORFOLK,VA,51710,23513
A1013152,1009617,,Unknown,C,MTOWER,36.6,40.8,VIRGINIA BEACH,VA,51810,23454
A1080126,1009618,,Unknown,C,MAST,46.9,46.9,PORTSMOUTH,VA,51740,23701
A1011991,1010145,,Unknown,C,TOWER,84.4,87.2,GRUNDY,VA,51027,24614
A1141740,1010227,,Unknown,G,MTOWER,50.9,53.0,CHESTERFIELD,VA,51041,23832
A1305882,1013563,,Unknown,C,GTOWER,153.0,156.1,Stafford,VA,51179,22556
A1182032,1014278,,Unknown,C,GTOWER,54.8,60.6,RICHMOND,VA,51041,23234
A1274027,1014429,,Unknown,C,POLE,37.2,40.2,NORFOLK,VA,51710,23502
A1019387,1014562,,Unknown,C,TOWER,76.2,81.7,WILLIAMSBURG,VA,51199,23185
A1234240,1014704,Commonwealth of VA,Government,C,TOWER,45.1,45.7,PORTSMOUTH,VA,51800,23435
A1012011,1015000,,Unknown,C,TOWER,45.7,48.2,PORTSMOUTH,VA,51740,23703
A1233997,1015403,,Unknown,C,LTOWER,78.3,83.8,Elberon,VA,51181,23846
A1349380,1015407,,Unknown,C,GTOWER,82.9,83.5,JETTERSVILLE,VA,51007,23083
A1309821,1015408,,Unknown,C,LTOWER,91.4,94.5,Fredericksburg,VA,51177,22407
A1234241,1015749,Commonwealth of VA,Government,C,POLE,48.1,48.1,HAMPTON,VA,51650,23666
A1234242,1015750,Commonwealth of VA,Government,C,POLE,44.5,47.2,WILLIAMSBURG,VA,51199,23185
A1197905,1016033,,Unknown,C,GTOWER,39.6,39.6,Wakefield,VA,51183,23888
A1234243,1016085,Commonwealth of VA,Government,C,POLE,44.5,46.6,PORTSMOUTH,VA,51740,23704
A1234244,1016086,Commonwealth of VA,Government,C,POLE,45.1,46.3,VIRGINIA BEACH,VA,51810,23452
A1234245,1016087,Commonwealth of VA,Government,C,POLE,45.7,47.2,VIRGINIA BEACH,VA,51810,23462
A1013326,1016126,,Unknown,C,TOWER,86.8,90.8,DEWITT,VA,51053,23840
A1197462,1016128,,Unknown,C,GTOWER,87.7,90.8,PRINCE GEORGE,VA,51149,23875
A1013332,1016132,,Unknown,C,MAST,36.6,42.1,HILTON VILLAGE,VA,51700,23601
A1013333,1016133,,Unknown,C,POLE,42.4,43.6,CHESAPEAKE,VA,51550,23324
A1013334,1016134,,Unknown,C,TOWER,45.5,47.2,NORFOLK,VA,51710,23503
A1013335,1016135,,Unknown,C,TOWER,57.6,60.7,VIRGINIA BEACH,VA,51810,23462
A1013337,1016138,,Unknown,C,POLE,59.4,60.4,SUFFOLK,VA,51800,23434
A1254499,1016158,,Unknown,C,MTOWER,59.7,62.8,Newport News,VA,51700,23601
A1013341,1016169,,Unknown,C,POLE,42.3,42.3,CENTERVILLE,VA,51087,23060
A1013343,1016171,,Unknown,C,POLE,36.9,41.1,RICHMOND,VA,51087,23223
A1013344,1016172,,Unknown,C,TOWER,60.4,60.4,GUM SPRINGS,VA,51075,23065
A1013345,1016173,,Unknown,C,TOWER,36.8,42.1,RICHMOND,VA,51760,23225
A1013346,1016180,,Unknown,C,MAST,41.5,42.7,RICHMOND,VA,51087,23060
A1080134,1016284,,Unknown,C,TOWER,92.9,92.9,RICHMOND,VA,51760,23222
A1013354,1016287,,Unknown,C,TOWER,56.3,60.6,NEW KENT,VA,51127,23124
A1013355,1016288,,Unknown,C,TOWER,86.9,88.4,QUINTON,VA,51127,23141
A1013356,1016289,,Unknown,C,TOWER,45.7,47.5,RICHMOND,VA,51087,23230
A1013357,1016290,,Unknown,C,TOWER,38.1,42.1,NEWMAN,VA,51085,23111
A1013358,1016369,,Unknown,C,TOWER,56.4,60.4,ELLISTON,VA,51121,24087
A1013359,1016377,,Unknown,C,TOWER,86.8,91.1,VINTON,VA,51770,24012
A1013361,1016382,,Unknown,C,TOWER,86.9,91.1,PROVIDENCE FORGE,VA,51127,23089
A1346515,1016474,,Unknown,C,TOWER,91.7,95.7,HAYNESVILLE,VA,51159,22572
A1150737,1016486,,Unknown,C,TOWER,86.0,88.7,CULPEPPER,VA,51047,22701
A1019397,1016563,,Unknown,C,TOWER,140.2,158.2,NORFOLK,VA,51710,23523
A1013368,1016589,,Unknown,C,TOWER,86.5,90.8,FARMVILLE,VA,51147,23901
A1013370,1016591,,Unknown,C,TOWER,86.9,91.1,WHITEVILLE,VA,51049,23040
A1013371,1016596,,Unknown,C,LTOWER,87.2,91.1,BLACKSTONE,VA,51135,23824
A1013373,1016598,,Unknown,C,TOWER,45.7,47.5,CLARKSVILLE,VA,51117,23927
A1013374,1016599,,Unknown,C,TOWER,86.8,90.8,COURTLAND,VA,51175,23829
A1013377,1016602,,Unknown,C,TOWER,86.9,90.8,FRANKLIN,VA,51175,23851
A1203460,1016605,,Unknown,G,GTOWER,86.9,91.4,Mineral,VA,51109,23117
A1233542,1016607,,Unknown,C,LTOWER,86.8,91.1,HANOVER,VA,51033,23069
A1013382,1016608,,Unknown,C,TOWER,80.7,80.7,DELTAVILLE,VA,51119,23070
A1013383,1016609,,Unknown,C,TOWER,85.3,91.1,MANQUIN,VA,51101,23086
A1095453,1016697,CITY OF PORTSMOUTH,Government,C,POLE,48.1,48.1,PORTSMOUTH,VA,51740,23701
A1013389,1016775,,Unknown,C,TOWER,85.6,91.1,CREWE,VA,51135,23930
A1140428,1016776,,Unknown,C,LTOWER,86.9,91.1,WOODFORD,VA,51033,22580
A1013391,1016777,,Unknown,C,TOWER,86.9,91.4,BORDNAX,VA,51025,23920
A1013392,1016778,,Unknown,C,TOWER,86.9,90.8,LAWRENCEVILLE,VA,51025,23868
A1013394,1016780,,Unknown,C,TOWER,86.9,90.8,STURGEONVILLE,VA,51025,23843
A1158861,1016782,,Unknown,C,LTOWER,86.8,90.8,WAKEFIELD,VA,51183,23888
A1013398,1016784,,Unknown,C,TOWER,86.8,92.9,ZUNI,VA,51093,23898
A1013399,1016785,,Unknown,C,TOWER,86.3,90.8,ORANGE,VA,51137,22960
A1013400,1016786,,Unknown,C,TOWER,85.3,90.8,URBANNA,VA,51119,23079
A1013401,1016787,,Unknown,C,TOWER,86.8,89.3,NANCY WRIGHT,VA,51033,22580
A1101426,1016959,Virginia Electric and Power Company,Utility Infrastructure,C,B,62.5,71.6,YORKTOWN,VA,51199,23692
