School_ID,School_Name,Division_Name,Year,Accreditation_Status,Num_L3_Indicators,Has_L3_Indicators
701,Accawmacke Elementary,Accomack County,2018-2019,Accredited,0,False
540,Arcadia High,Accomack County,2018-2019,Accredited,0,False
704,Arcadia Middle ,Accomack County,2018-2019,Accredited,0,False
80,Chincoteague Elementary,Accomack County,2018-2019,Accredited,0,False
580,Chincoteague High,Accomack County,2018-2019,Accredited,0,False
600,Kegotank Elementary,Accomack County,2018-2019,Accredited,0,False
702,Metompkin Elementary,Accomack County,2018-2019,Accredited with Conditions,0,False
70,Nandua High,Accomack County,2018-2019,Accredited,0,False
703,Nandua Middle,Accomack County,2018-2019,Accredited,0,False
590,Pungoteague Elementary,Accomack County,2018-2019,Accredited,0,False
530,Tangier Combined,Accomack County,2018-2019,Accredited,0,False
160,Agnor-Hurt Elementary,Albemarle County,2018-2019,Accredited,0,False
1060,Albemarle County Community Public Charter,Albemarle County,2018-2019,Accredited,0,False
880,Albemarle High,Albemarle County,2018-2019,Accredited,0,False
1053,Baker-Butler Elem,Albemarle County,2018-2019,Accredited,0,False
100,Broadus Wood Elementary,Albemarle County,2018-2019,Accredited,0,False
941,Brownsville Elementary,Albemarle County,2018-2019,Accredited,0,False
340,Crozet Elementary,Albemarle County,2018-2019,Accredited,0,False
10,Hollymead Elementary,Albemarle County,2018-2019,Accredited,0,False
950,Jack Jouett Middle,Albemarle County,2018-2019,Accredited,0,False
69,Jackson P. Burley Middle,Albemarle County,2018-2019,Accredited,0,False
942,Joseph T. Henley Middle,Albemarle County,2018-2019,Accredited,0,False
20,Leslie H. Walton Middle,Albemarle County,2018-2019,Accredited,0,False
40,Mary Carr Greer Elementary,Albemarle County,2018-2019,Accredited with Conditions,0,False
250,Meriwether Lewis Elementary,Albemarle County,2018-2019,Accredited,0,False
1052,Monticello High,Albemarle County,2018-2019,Accredited,0,False
1051,Mortimer Y. Sutherland Middle,Albemarle County,2018-2019,Accredited,0,False
890,Murray High,Albemarle County,2018-2019,Accredited,0,False
150,Paul H. Cale Elementary,Albemarle County,2018-2019,Accredited,0,False
540,Red Hill Elementary,Albemarle County,2018-2019,Accredited,0,False
30,Scottsville Elementary,Albemarle County,2018-2019,Accredited,0,False
920,Stone Robinson Elementary,Albemarle County,2018-2019,Accredited,0,False
240,Stony Point Elementary,Albemarle County,2018-2019,Accredited,0,False
910,Virginia L. Murray Elementary,Albemarle County,2018-2019,Accredited,0,False
140,Western Albemarle High,Albemarle County,2018-2019,Accredited,0,False
930,Woodbrook Elementary,Albemarle County,2018-2019,Accredited,0,False
120,Charles Barrett Elementary,Alexandria City,2018-2019,Accredited,0,False
160,Cora Kelly Magnet Elementary,Alexandria City,2018-2019,Accredited,0,False
110,Douglas Macarthur Elementary,Alexandria City,2018-2019,Accredited,0,False
350,Ferdinand T. Day Elementary,Alexandria City,2018-2019,Conditionally Accredited:  New School,0,False
140,Francis C. Hammond Middle,Alexandria City,2018-2019,Accredited,0,False
100,George Mason Elementary,Alexandria City,2018-2019,Accredited,0,False
130,George Washington Middle,Alexandria City,2018-2019,Accredited,0,False
220,James K. Polk Elementary,Alexandria City,2018-2019,Accredited,0,False
90,Jefferson-Houston Elementary,Alexandria City,2018-2019,Accredited with Conditions,0,False
230,John Adams Elementary,Alexandria City,2018-2019,Accredited,0,False
80,Lyles-Crouch Elementary,Alexandria City,2018-2019,Accredited,0,False
60,Maury Elementary,Alexandria City,2018-2019,Accredited,0,False
30,Mount Vernon Elementary,Alexandria City,2018-2019,Accredited,0,False
50,Patrick Henry Elementary,Alexandria City,2018-2019,Accredited,0,False
333,Samuel W. Tucker Elementary,Alexandria City,2018-2019,Accredited,0,False
210,T.C. Williams High,Alexandria City,2018-2019,Accredited with Conditions,0,False
190,William Ramsay Elementary,Alexandria City,2018-2019,Accredited,0,False
310,Alleghany High,Alleghany County,2018-2019,Accredited,0,False
110,Callaghan Elementary,Alleghany County,2018-2019,Accredited,0,False
1040,Clifton Middle,Alleghany County,2018-2019,Accredited,0,False
1041,Mountain View Elementary,Alleghany County,2018-2019,Accredited with Conditions,0,False
90,Sharon Elementary,Alleghany County,2018-2019,Accredited,0,False
220,Amelia County Elementary,Amelia County,2018-2019,Accredited,0,False
10,Amelia County High,Amelia County,2018-2019,Accredited,0,False
210,Amelia County Middle,Amelia County,2018-2019,Accredited,0,False
780,Amelon Elementary,Amherst County,2018-2019,Accredited,0,False
750,Amherst County High,Amherst County,2018-2019,Accredited,0,False
790,Amherst Elementary,Amherst County,2018-2019,Accredited,0,False
670,Amherst Middle,Amherst County,2018-2019,Accredited,0,False
770,Central Elementary,Amherst County,2018-2019,Accredited,0,False
760,Elon Elementary,Amherst County,2018-2019,Accredited,0,False
500,Madison Heights Elementary,Amherst County,2018-2019,Accredited,0,False
20,Monelison Middle,Amherst County,2018-2019,Accredited,0,False
740,Temperance Elementary,Amherst County,2018-2019,Accredited,0,False
260,Appomattox County High,Appomattox County,2018-2019,Accredited,0,False
110,Appomattox Elementary,Appomattox County,2018-2019,Accredited,0,False
160,Appomattox Middle,Appomattox County,2018-2019,Accredited,0,False
250,Appomattox Primary,Appomattox County,2018-2019,Accredited,0,False
350,Abingdon Elementary,Arlington County,2018-2019,Accredited,0,False
618,Arlington Community High,Arlington County,2018-2019,Accredited,0,False
613,Arlington Science Focus,Arlington County,2018-2019,Accredited,0,False
470,Arlington Traditional,Arlington County,2018-2019,Accredited,0,False
490,Ashlawn Elementary,Arlington County,2018-2019,Accredited,0,False
150,Barcroft Elementary,Arlington County,2018-2019,Accredited,0,False
250,Barrett Elementary,Arlington County,2018-2019,Accredited,0,False
615,Campbell Elementary,Arlington County,2018-2019,Accredited,0,False
90,Carlin Springs Elementary,Arlington County,2018-2019,Accredited,0,False
622,Claremont Immersion,Arlington County,2018-2019,Accredited,0,False
626,Discovery Elementary,Arlington County,2018-2019,Accredited,0,False
200,Drew Model Elementary,Arlington County,2018-2019,Accredited,0,False
111,Francis Scott Key Elementary,Arlington County,2018-2019,Accredited,0,False
100,Glebe Elementary,Arlington County,2018-2019,Accredited,0,False
611,Gunston Middle,Arlington County,2018-2019,Accredited,0,False
160,Henry Elementary,Arlington County,2018-2019,Accredited,0,False
614,Hoffman-Boston Elementary,Arlington County,2018-2019,Accredited,0,False
440,Jamestown Elementary,Arlington County,2018-2019,Accredited,0,False
180,Jefferson Middle,Arlington County,2018-2019,Accredited,0,False
500,Kenmore Middle,Arlington County,2018-2019,Accredited,0,False
460,Long Branch Elementary,Arlington County,2018-2019,Accredited,0,False
380,McKinley Elementary,Arlington County,2018-2019,Accredited,0,False
410,Nottingham Elementary,Arlington County,2018-2019,Accredited,0,False
360,Oakridge Elementary,Arlington County,2018-2019,Accredited,0,False
510,Randolph Elementary,Arlington County,2018-2019,Accredited,0,False
240,Swanson Middle,Arlington County,2018-2019,Accredited,0,False
420,Taylor Elementary,Arlington County,2018-2019,Accredited,0,False
211,Tuckahoe Elementary,Arlington County,2018-2019,Accredited,0,False
450,Wakefield High,Arlington County,2018-2019,Accredited,0,False
80,Washington-Lee High,Arlington County,2018-2019,Accredited,0,False
480,Williamsburg Middle,Arlington County,2018-2019,Accredited,0,False
330,Yorktown High,Arlington County,2018-2019,Accredited,0,False
212,Beverley Manor Middle,Augusta County,2018-2019,Accredited,0,False
660,Buffalo Gap High,Augusta County,2018-2019,Accredited,0,False
30,Cassell Elementary,Augusta County,2018-2019,Accredited,0,False
140,Churchville Elementary,Augusta County,2018-2019,Accredited,0,False
370,Craigsville Elementary,Augusta County,2018-2019,Accredited,0,False
842,Edward G. Clymore Elementary,Augusta County,2018-2019,Accredited,0,False
670,Fort Defiance High,Augusta County,2018-2019,Accredited,0,False
843,Guy K. Stump Elementary,Augusta County,2018-2019,Accredited,0,False
40,North River Elementary,Augusta County,2018-2019,Accredited,0,False
740,Riverheads Elementary,Augusta County,2018-2019,Accredited,0,False
680,Riverheads High,Augusta County,2018-2019,Accredited,0,False
90,S. Gordon Stewart Middle,Augusta County,2018-2019,Accredited,0,False
440,Stuarts Draft Elementary,Augusta County,2018-2019,Accredited with Conditions,0,False
730,Stuarts Draft High,Augusta County,2018-2019,Accredited,0,False
60,Stuarts Draft Middle,Augusta County,2018-2019,Accredited,0,False
640,Wilson Elementary,Augusta County,2018-2019,Accredited,0,False
720,Wilson Memorial High,Augusta County,2018-2019,Accredited,0,False
844,Wilson Middle,Augusta County,2018-2019,Accredited,0,False
140,Bath County High,Bath County,2018-2019,Accredited,0,False
120,Millboro Elementary,Bath County,2018-2019,Accredited,0,False
150,Valley Elementary,Bath County,2018-2019,Accredited,0,False
480,Bedford Elementary,Bedford County,2018-2019,Accredited,0,False
1200,Bedford Primary,Bedford County,2018-2019,Accredited,0,False
30,Big Island Elementary,Bedford County,2018-2019,Accredited,0,False
160,Boonsboro Elementary,Bedford County,2018-2019,Accredited,0,False
500,Forest Elementary,Bedford County,2018-2019,Accredited,0,False
1211,Forest Middle,Bedford County,2018-2019,Accredited,0,False
1214,Goodview Elementary,Bedford County,2018-2019,Accredited,0,False
980,Huddleston Elementary,Bedford County,2018-2019,Accredited,0,False
1212,Jefferson Forest High,Bedford County,2018-2019,Accredited,0,False
1180,Liberty High,Bedford County,2018-2019,Accredited,0,False
490,Liberty Middle,Bedford County,2018-2019,Accredited,0,False
970,Moneta Elementary,Bedford County,2018-2019,Accredited,0,False
180,Montvale Elementary,Bedford County,2018-2019,Accredited,0,False
610,New London Academy Elementary,Bedford County,2018-2019,Accredited,0,False
1170,Otter River Elementary,Bedford County,2018-2019,Accredited,0,False
1190,Staunton River High,Bedford County,2018-2019,Accredited,0,False
1191,Staunton River Middle,Bedford County,2018-2019,Accredited,0,False
640,Stewartsville Elementary,Bedford County,2018-2019,Accredited,0,False
1213,Thomas Jefferson Elementary,Bedford County,2018-2019,Accredited,0,False
250,Bland County Elementary ,Bland County,2018-2019,Accredited,0,False
260,Bland County High,Bland County,2018-2019,Accredited,0,False
220,Breckinridge Elementary,Botetourt County,2018-2019,Accredited,0,False
20,Buchanan Elementary,Botetourt County,2018-2019,Accredited,0,False
420,Central Academy Middle,Botetourt County,2018-2019,Accredited,0,False
390,Cloverdale Elementary,Botetourt County,2018-2019,Accredited,0,False
400,Colonial Elementary,Botetourt County,2018-2019,Accredited,0,False
30,Eagle Rock Elementary,Botetourt County,2018-2019,Accredited,0,False
460,Greenfield Elementary,Botetourt County,2018-2019,Accredited,0,False
430,James River High,Botetourt County,2018-2019,Accredited,0,False
440,Lord Botetourt High,Botetourt County,2018-2019,Accredited,0,False
450,Read Mountain Middle,Botetourt County,2018-2019,Accredited,0,False
40,Troutville Elementary,Botetourt County,2018-2019,Accredited,0,False
60,Highland View Elementary,Bristol City,2018-2019,Accredited,0,False
100,Joseph Van Pelt Elementary,Bristol City,2018-2019,Accredited,0,False
70,Stonewall Jackson Elementary,Bristol City,2018-2019,Accredited,0,False
80,Virginia High,Bristol City,2018-2019,Accredited,0,False
10,Virginia Middle,Bristol City,2018-2019,Accredited with Conditions,0,False
90,Washington-Lee Elementary,Bristol City,2018-2019,Accredited,0,False
650,Brunswick High,Brunswick County,2018-2019,Accredited,0,False
660,James S. Russell Middle,Brunswick County,2018-2019,Accredited,0,False
690,Meherrin Powellton Elementary,Brunswick County,2018-2019,Accredited with Conditions,0,False
700,Red Oak-Sturgeon Elementary,Brunswick County,2018-2019,Accredited,0,False
720,Totaro Elementary,Brunswick County,2018-2019,Accredited with Conditions,0,False
90,Council Elementary/Middle School,Buchanan County,2018-2019,Accredited,0,False
1000,Council High ,Buchanan County,2018-2019,Accredited,0,False
990,Grundy High,Buchanan County,2018-2019,Accredited,0,False
120,Hurley Elementary/Middle,Buchanan County,2018-2019,Accredited,0,False
1020,Hurley High,Buchanan County,2018-2019,Accredited,0,False
1040,Riverview Elementary/Middle,Buchanan County,2018-2019,Accredited,0,False
1041,Twin Valley Elementary/Middle,Buchanan County,2018-2019,Accredited,0,False
1042,Twin Valley High,Buchanan County,2018-2019,Accredited,0,False
724,Buckingham Co Elementary,Buckingham County,2018-2019,Accredited with Conditions,0,False
723,Buckingham Co Primary,Buckingham County,2018-2019,Accredited with Conditions,0,False
700,Buckingham County High,Buckingham County,2018-2019,Accredited,0,False
721,Buckingham County Middle,Buckingham County,2018-2019,Accredited,0,False
40,Enderly Heights Elementary,Buena Vista City,2018-2019,Accredited,0,False
70,F.W. Kling Jr. Elementary,Buena Vista City,2018-2019,Accredited,0,False
62,Parry McCluer High,Buena Vista City,2018-2019,Accredited with Conditions,0,False
61,Parry McCluer Middle,Buena Vista City,2018-2019,Accredited,0,False
560,Altavista Elementary,Campbell County,2018-2019,Accredited,0,False
200,Altavista High,Campbell County,2018-2019,Accredited,0,False
650,Brookneal Elementary,Campbell County,2018-2019,Accredited,0,False
720,Brookville High,Campbell County,2018-2019,Accredited,0,False
20,Brookville Middle,Campbell County,2018-2019,Accredited,0,False
130,Concord Elementary,Campbell County,2018-2019,Accredited,0,False
690,Leesville Road Elementary,Campbell County,2018-2019,Accredited,0,False
821,Rustburg Elementary,Campbell County,2018-2019,Accredited with Conditions,0,False
222,Rustburg High,Campbell County,2018-2019,Accredited,0,False
211,Rustburg Middle,Campbell County,2018-2019,Accredited,0,False
60,Tomahawk Elementary,Campbell County,2018-2019,Accredited,0,False
542,William Campbell High,Campbell County,2018-2019,Accredited,0,False
710,Yellow Branch Elementary,Campbell County,2018-2019,Accredited,0,False
620,Bowling Green Elementary,Caroline County,2018-2019,Accredited,0,False
460,Caroline High,Caroline County,2018-2019,Accredited,0,False
450,Caroline Middle,Caroline County,2018-2019,Accredited with Conditions,0,False
9020,Lewis & Clark Elementary,Caroline County,2018-2019,Accredited,0,False
630,Madison Elementary,Caroline County,2018-2019,Accredited,0,False
1230,Carroll County High,Carroll County,2018-2019,Accredited,0,False
450,Carroll County Middle,Carroll County,2018-2019,Accredited,0,False
1180,Fancy Gap Elementary,Carroll County,2018-2019,Accredited,0,False
1150,Gladesboro Elementary,Carroll County,2018-2019,Accredited,0,False
1210,Gladeville Elementary,Carroll County,2018-2019,Accredited,0,False
1170,Hillsville Elementary,Carroll County,2018-2019,Accredited,0,False
1160,Laurel Elementary,Carroll County,2018-2019,Accredited,0,False
1130,Oakland Elementary,Carroll County,2018-2019,Accredited,0,False
1110,St. Paul,Carroll County,2018-2019,Accredited,0,False
80,Charles City County Elementary,Charles City County,2018-2019,Accredited,0,False
100,Charles City County High,Charles City County,2018-2019,Accredited,0,False
470,Bacon District Elementary,Charlotte County,2018-2019,Accredited,0,False
210,Central Middle,Charlotte County,2018-2019,Accredited,0,False
100,Eureka Elementary,Charlotte County,2018-2019,Accredited,0,False
450,Phenix Elementary,Charlotte County,2018-2019,Accredited,0,False
460,Randolph-Henry High,Charlotte County,2018-2019,Accredited,0,False
100,Buford Middle,Charlottesville City,2018-2019,Accredited,0,False
70,Burnley-Moran Elementary,Charlottesville City,2018-2019,Accredited,0,False
140,Charlottesville High,Charlottesville City,2018-2019,Accredited,0,False
50,Clark Elementary,Charlottesville City,2018-2019,Accredited with Conditions,0,False
90,Greenbrier Elementary,Charlottesville City,2018-2019,Accredited,0,False
120,Jackson-Via Elementary,Charlottesville City,2018-2019,Accredited,0,False
10,Johnson Elementary,Charlottesville City,2018-2019,Accredited,0,False
40,Venable Elementary,Charlottesville City,2018-2019,Accredited,0,False
110,Walker Upper Elementary,Charlottesville City,2018-2019,Accredited with Conditions,0,False
630,B.M. Williams Primary,Chesapeake City,2018-2019,Accredited,0,False
860,Butts Road Intermediate,Chesapeake City,2018-2019,Accredited,0,False
770,Butts Road Primary,Chesapeake City,2018-2019,Accredited,0,False
90,Camelot Elementary,Chesapeake City,2018-2019,Accredited,0,False
900,Cedar Road Elementary,Chesapeake City,2018-2019,Accredited,0,False
700,Crestwood Intermediate,Chesapeake City,2018-2019,Accredited,0,False
560,Crestwood Middle,Chesapeake City,2018-2019,Accredited,0,False
660,Deep Creek Central Elementary,Chesapeake City,2018-2019,Accredited,0,False
210,Deep Creek Elementary,Chesapeake City,2018-2019,Accredited,0,False
100,Deep Creek High,Chesapeake City,2018-2019,Accredited,0,False
610,Deep Creek Middle,Chesapeake City,2018-2019,Accredited,0,False
640,Edwin W. Chittum Elementary,Chesapeake City,2018-2019,Accredited,0,False
720,G.A. Treakle Elementary,Chesapeake City,2018-2019,Accredited,0,False
50,George W. Carver Intermediate,Chesapeake City,2018-2019,Accredited,0,False
820,Georgetown Primary,Chesapeake City,2018-2019,Accredited,0,False
950,Grassfield Elementary,Chesapeake City,2018-2019,Accredited,0,False
960,Grassfield High,Chesapeake City,2018-2019,Accredited,0,False
120,Great Bridge High,Chesapeake City,2018-2019,Accredited,0,False
850,Great Bridge Intermediate,Chesapeake City,2018-2019,Accredited,0,False
590,Great Bridge Middle,Chesapeake City,2018-2019,Accredited,0,False
680,Great Bridge Primary,Chesapeake City,2018-2019,Accredited,0,False
870,Greenbrier Intermediate,Chesapeake City,2018-2019,Accredited,0,False
972,Greenbrier Middle,Chesapeake City,2018-2019,Accredited,0,False
140,Greenbrier Primary,Chesapeake City,2018-2019,Accredited,0,False
340,Hickory Elementary,Chesapeake City,2018-2019,Accredited,0,False
890,Hickory High,Chesapeake City,2018-2019,Accredited,0,False
280,Hickory Middle,Chesapeake City,2018-2019,Accredited,0,False
920,Hugo A. Owens Middle,Chesapeake City,2018-2019,Accredited,0,False
830,Indian River High,Chesapeake City,2018-2019,Accredited,0,False
710,Indian River Middle,Chesapeake City,2018-2019,Accredited,0,False
973,Jolliff Middle,Chesapeake City,2018-2019,Accredited,0,False
160,Norfolk Highlands Primary,Chesapeake City,2018-2019,Accredited,0,False
80,Oscar F. Smith High,Chesapeake City,2018-2019,Accredited,0,False
10,Oscar Smith Middle,Chesapeake City,2018-2019,Accredited,0,False
730,Portlock Primary,Chesapeake City,2018-2019,Accredited,0,False
200,Rena B. Wright Primary,Chesapeake City,2018-2019,Accredited with Conditions,0,False
620,Southeastern Elementary,Chesapeake City,2018-2019,Accredited,0,False
600,Southwestern Elementary,Chesapeake City,2018-2019,Accredited,0,False
750,Sparrow Road Intermediate,Chesapeake City,2018-2019,Accredited,0,False
40,Thurgood Marshall Elementary,Chesapeake City,2018-2019,Accredited,0,False
971,Truitt Intermediate,Chesapeake City,2018-2019,Accredited with Conditions,0,False
840,Western Branch High,Chesapeake City,2018-2019,Accredited,0,False
810,Western Branch Intermediate,Chesapeake City,2018-2019,Accredited,0,False
740,Western Branch Middle,Chesapeake City,2018-2019,Accredited,0,False
110,Western Branch Primary,Chesapeake City,2018-2019,Accredited,0,False
620,A.M. Davis Elementary,Chesterfield County,2018-2019,Accredited,0,False
861,Alberta Smith Elementary,Chesterfield County,2018-2019,Accredited,0,False
631,Bailey Bridge Middle,Chesterfield County,2018-2019,Accredited,0,False
660,Bellwood Elementary,Chesterfield County,2018-2019,Accredited,0,False
430,Bensley Elementary,Chesterfield County,2018-2019,Accredited,0,False
510,Bettie Weaver Elementary,Chesterfield County,2018-2019,Accredited,0,False
130,Beulah Elementary,Chesterfield County,2018-2019,Accredited,0,False
20,Bon Air Elementary,Chesterfield County,2018-2019,Accredited,0,False
50,C.C. Wells Elementary,Chesterfield County,2018-2019,Accredited,0,False
492,C.E. Curtis Elementary,Chesterfield County,2018-2019,Accredited,0,False
30,Carver College and Career Academy,Chesterfield County,2018-2019,Accredited,0,False
420,Carver Middle,Chesterfield County,2018-2019,Accredited,0,False
150,Clover Hill Elementary,Chesterfield County,2018-2019,Accredited,0,False
740,Clover Hill High,Chesterfield County,2018-2019,Accredited,0,False
840,Cosby High,Chesterfield County,2018-2019,Accredited,0,False
560,Crestwood Elementary,Chesterfield County,2018-2019,Accredited,0,False
480,Ecoff Elementary,Chesterfield County,2018-2019,Accredited,0,False
870,Elizabeth Davis Middle,Chesterfield County,2018-2019,Accredited,0,False
850,Elizabeth Scott Elementary,Chesterfield County,2018-2019,Accredited,0,False
390,Enon Elementary,Chesterfield County,2018-2019,Accredited,0,False
350,Ettrick Elementary,Chesterfield County,2018-2019,Accredited,0,False
300,Evergreen Elementary,Chesterfield County,2018-2019,Accredited,0,False
590,Falling Creek Elementary,Chesterfield County,2018-2019,Accredited,0,False
670,Falling Creek Middle,Chesterfield County,2018-2019,Accredited,0,False
180,Grange Hall Elementary,Chesterfield County,2018-2019,Accredited,0,False
70,Greenfield Elementary,Chesterfield County,2018-2019,Accredited,0,False
460,Harrowgate Elementary,Chesterfield County,2018-2019,Accredited,0,False
60,Hopkins Road Elementary,Chesterfield County,2018-2019,Accredited,0,False
550,J.A. Chalkley Elementary,Chesterfield County,2018-2019,Accredited,0,False
650,J.B. Watkins Elementary,Chesterfield County,2018-2019,Accredited,0,False
500,J.G. Hening Elementary,Chesterfield County,2018-2019,Accredited,0,False
400,Jacobs Road Elementary,Chesterfield County,2018-2019,Accredited,0,False
770,James River High,Chesterfield County,2018-2019,Accredited,0,False
10,Lloyd C. Bird High,Chesterfield County,2018-2019,Accredited,0,False
632,Manchester High,Chesterfield County,2018-2019,Accredited,0,False
600,Manchester Middle,Chesterfield County,2018-2019,Accredited,0,False
780,Marguerite F. Christian Elementary,Chesterfield County,2018-2019,Accredited,0,False
370,Matoaca Elementary,Chesterfield County,2018-2019,Accredited,0,False
530,Matoaca High,Chesterfield County,2018-2019,Accredited,0,False
110,Matoaca Middle,Chesterfield County,2018-2019,Accredited,0,False
580,Meadowbrook High,Chesterfield County,2018-2019,Accredited,0,False
320,Midlothian High,Chesterfield County,2018-2019,Accredited,0,False
40,Midlothian Middle,Chesterfield County,2018-2019,Accredited,0,False
280,Monacan High,Chesterfield County,2018-2019,Accredited,0,False
360,O.B. Gates Elementary,Chesterfield County,2018-2019,Accredited,0,False
380,Providence Elementary,Chesterfield County,2018-2019,Accredited,0,False
690,Providence Middle,Chesterfield County,2018-2019,Accredited,0,False
700,Reams Road Elementary,Chesterfield County,2018-2019,Accredited,0,False
730,Robious Elementary,Chesterfield County,2018-2019,Accredited,0,False
760,Robious Middle,Chesterfield County,2018-2019,Accredited,0,False
720,Salem Church Elementary,Chesterfield County,2018-2019,Accredited,0,False
722,Salem Church Middle,Chesterfield County,2018-2019,Accredited,0,False
800,Spring Run Elementary,Chesterfield County,2018-2019,Accredited,0,False
340,Swift Creek Elementary,Chesterfield County,2018-2019,Accredited,0,False
270,Swift Creek Middle,Chesterfield County,2018-2019,Accredited,0,False
410,Thelma Crenshaw Elementary,Chesterfield County,2018-2019,Accredited,0,False
610,Thomas Dale High,Chesterfield County,2018-2019,Accredited,0,False
880,Tomahawk Creek Middle,Chesterfield County,2018-2019,Accredited,0,False
290,W.W. Gordon Elementary,Chesterfield County,2018-2019,Accredited,0,False
860,Winterpock Elementary,Chesterfield County,2018-2019,Accredited,0,False
440,Woolridge Elementary,Chesterfield County,2018-2019,Accredited,0,False
250,Boyce Elementary,Clarke County,2018-2019,Accredited,0,False
10,Clarke County High,Clarke County,2018-2019,Accredited,0,False
290,D.G. Cooley Elementary,Clarke County,2018-2019,Accredited,0,False
280,Johnson-Williams Middle,Clarke County,2018-2019,Accredited,0,False
22,Colonial Beach Elementary,Colonial Beach,2018-2019,Accredited,0,False
21,Colonial Beach High,Colonial Beach,2018-2019,Accredited,0,False
40,Colonial Heights High,Colonial Heights City,2018-2019,Accredited,0,False
20,Colonial Heights Middle,Colonial Heights City,2018-2019,Accredited,0,False
50,Lakeview Elementary,Colonial Heights City,2018-2019,Accredited,0,False
30,North Elementary,Colonial Heights City,2018-2019,Accredited,0,False
60,Tussing Elementary,Colonial Heights City,2018-2019,Accredited,0,False
350,Covington High,Covington City,2018-2019,Accredited,0,False
260,Edgemont Primary,Covington City,2018-2019,Accredited,0,False
360,Jeter-Watson Intermediate,Covington City,2018-2019,Accredited,0,False
11,Craig County High,Craig County,2018-2019,Accredited,0,False
10,McCleary Elementary,Craig County,2018-2019,Accredited,0,False
240,A.G. Richardson Elementary,Culpeper County,2018-2019,Accredited,0,False
480,Culpeper County High,Culpeper County,2018-2019,Accredited,0,False
20,Culpeper Middle,Culpeper County,2018-2019,Accredited,0,False
50,Eastern View High,Culpeper County,2018-2019,Accredited,0,False
450,Emerald Hill Elementary,Culpeper County,2018-2019,Accredited,0,False
470,Farmington Elementary,Culpeper County,2018-2019,Accredited,0,False
581,Floyd T. Binns Middle,Culpeper County,2018-2019,Accredited,0,False
10,Pearl Sample Elementary,Culpeper County,2018-2019,Accredited,0,False
460,Sycamore Park Elementary,Culpeper County,2018-2019,Accredited,0,False
40,Yowell Elementary,Culpeper County,2018-2019,Accredited,0,False
140,Cumberland Elementary,Cumberland County,2018-2019,Accredited,0,False
151,Cumberland High,Cumberland County,2018-2019,Accredited,0,False
152,Cumberland Middle,Cumberland County,2018-2019,Accredited with Conditions,0,False
490,Edwin A. Gibson Elementary,Danville City,2018-2019,Accredited with Conditions,0,False
20,Forest Hills Elementary,Danville City,2018-2019,Accredited,0,False
190,G.L.H. Johnson Elementary,Danville City,2018-2019,Accredited with Conditions,0,False
1374,Galileo Magnet High,Danville City,2018-2019,Accredited,0,False
210,George Washington High,Danville City,2018-2019,Accredited with Conditions,0,False
260,O. Trent Bonner Middle,Danville City,2018-2019,Accredited with Conditions,0,False
250,Park Avenue Elementary,Danville City,2018-2019,Accredited,0,False
40,Schoolfield Elementary,Danville City,2018-2019,Accredited,0,False
1372,Westwood Middle,Danville City,2018-2019,Accredited with Conditions,0,False
220,Woodberry Hills Elementary,Danville City,2018-2019,Accredited with Conditions,0,False
1379,Woodrow Wilson Intermediate,Danville City,2018-2019,Conditionally Accredited:  New School,0,False
20,Clintwood Elementary,Dickenson County,2018-2019,Accredited,0,False
530,Ervinton Elementary,Dickenson County,2018-2019,Accredited,0,False
275,Ridgeview High,Dickenson County,2018-2019,Accredited,0,False
280,Ridgeview Middle,Dickenson County,2018-2019,Accredited,0,False
860,Sandlick Elementary,Dickenson County,2018-2019,Accredited,0,False
500,Dinwiddie County High,Dinwiddie County,2018-2019,Accredited,0,False
471,Dinwiddie County Middle,Dinwiddie County,2018-2019,Accredited,0,False
310,Dinwiddie Elementary,Dinwiddie County,2018-2019,Accredited,0,False
250,Midway Elementary,Dinwiddie County,2018-2019,Accredited,0,False
10,Southside Elementary,Dinwiddie County,2018-2019,Accredited,0,False
180,Sunnyside Elementary,Dinwiddie County,2018-2019,Accredited,0,False
520,Sutherland Elementary,Dinwiddie County,2018-2019,Accredited,0,False
10,Essex High,Essex County,2018-2019,Accredited with Conditions,0,False
150,Essex Intermediate,Essex County,2018-2019,Accredited,0,False
160,Tappahannock Elementary,Essex County,2018-2019,Accredited,0,False
2203,Aldrin Elementary,Fairfax County,2018-2019,Accredited,0,False
660,Annandale High,Fairfax County,2018-2019,Accredited,0,False
1360,Annandale Terrace Elementary,Fairfax County,2018-2019,Accredited,0,False
110,Archer Elementary,Fairfax County,2018-2019,Accredited,0,False
1530,Armstrong Elementary,Fairfax County,2018-2019,Accredited,0,False
550,Bailey's Elementary School for the Arts and Sciences,Fairfax County,2018-2019,Accredited,0,False
2459,Bailey's Upper Elementary School for the Arts and Sciences,Fairfax County,2018-2019,Accredited,0,False
1730,Beech Tree Elementary,Fairfax County,2018-2019,Accredited,0,False
560,Belle View Elementary,Fairfax County,2018-2019,Accredited,0,False
720,Belvedere Elementary,Fairfax County,2018-2019,Accredited,0,False
2000,Bonnie Brae Elementary,Fairfax County,2018-2019,Accredited,0,False
1090,Braddock Elementary,Fairfax County,2018-2019,Accredited,0,False
940,Bren Mar Park Elementary,Fairfax County,2018-2019,Accredited,0,False
1790,Brookfield Elementary,Fairfax County,2018-2019,Accredited,0,False
2201,Bryant High,Fairfax County,2018-2019,Accredited,0,False
