#ASSMT_CD,HIGHEST_RECENT_IND,LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,NATIONAL_AVG_SCORE_VAL,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
"SAT","Highest","2023-24","601","Appling County","0103","Appling County High School","All Students","Combined Test Score","1973891.","32979","40.3","40.3","505","1043.6","997.5","997.5"
"SAT","Highest","2023-24","601","Appling County","0103","Appling County High School","All Students","Math Section Score - New","1973891.","37143","47","47","505","505.4","485.3","485.3"
"SAT","Highest","2023-24","601","Appling County","0103","Appling County High School","All Students","Reading Test  Score - New","1973891.","30895","37","37","N/A","272.2","260.5","260.5"
"SAT","Highest","2023-24","601","Appling County","0103","Appling County High School","All Students","WritLang Test  Score - New","1973891.","30900","37","37","N/A","266","251.6","251.6"
"SAT","Highest","2023-24","602","Atkinson County","0103","Atkinson County High School","All Students","Combined Test Score","1973891.","32979","19","19","505","1043.6","1016.1","1016.1"
"SAT","Highest","2023-24","602","Atkinson County","0103","Atkinson County High School","All Students","Math Section Score - New","1973891.","37143","21","21","505","505.4","483.3","483.3"
"SAT","Highest","2023-24","602","Atkinson County","0103","Atkinson County High School","All Students","Reading Test  Score - New","1973891.","30895","18","18","N/A","272.2","269.4","269.4"
"SAT","Highest","2023-24","602","Atkinson County","0103","Atkinson County High School","All Students","WritLang Test  Score - New","1973891.","30900","18","18","N/A","266","263.3","263.3"
"SAT","Highest","2023-24","603","Bacon County","0302","Bacon County High School","All Students","Combined Test Score","1973891.","32979","26.3","26.3","505","1043.6","1022.7","1022.7"
"SAT","Highest","2023-24","603","Bacon County","0302","Bacon County High School","All Students","Math Section Score - New","1973891.","37143","29","29","505","505.4","495.9","495.9"
"SAT","Highest","2023-24","603","Bacon County","0302","Bacon County High School","All Students","Reading Test  Score - New","1973891.","30895","25","25","N/A","272.2","266.8","266.8"
"SAT","Highest","2023-24","603","Bacon County","0302","Bacon County High School","All Students","WritLang Test  Score - New","1973891.","30900","25","25","N/A","266","260","260"
"SAT","Highest","2023-24","604","Baker County","0105","Baker County K12 School","All Students","Combined Test Score","1973891.","32979","TFS","TFS","505","1043.6","TFS","TFS"
"SAT","Highest","2023-24","604","Baker County","0105","Baker County K12 School","All Students","Math Section Score - New","1973891.","37143","TFS","TFS","505","505.4","TFS","TFS"
"SAT","Highest","2023-24","604","Baker County","0105","Baker County K12 School","All Students","Reading Test  Score - New","1973891.","30895","TFS","TFS","N/A","272.2","TFS","TFS"
"SAT","Highest","2023-24","604","Baker County","0105","Baker County K12 School","All Students","WritLang Test  Score - New","1973891.","30900","TFS","TFS","N/A","266","TFS","TFS"
"SAT","Highest","2023-24","605","Baldwin County","0189","Baldwin High School","All Students","Combined Test Score","1973891.","32979","60","60","505","1043.6","970.9","970.9"
"SAT","Highest","2023-24","605","Baldwin County","0189","Baldwin High School","All Students","Math Section Score - New","1973891.","37143","72","72","505","505.4","459.6","459.6"
"SAT","Highest","2023-24","605","Baldwin County","0189","Baldwin High School","All Students","Reading Test  Score - New","1973891.","30895","54","54","N/A","272.2","260.4","260.4"
"SAT","Highest","2023-24","605","Baldwin County","0189","Baldwin High School","All Students","WritLang Test  Score - New","1973891.","30900","54","54","N/A","266","250.9","250.9"
"SAT","Highest","2023-24","606","Banks County","0199","Banks County High School","All Students","Combined Test Score","1973891.","32979","36.7","36.7","505","1043.6","1022.5","1022.5"
"SAT","Highest","2023-24","606","Banks County","0199","Banks County High School","All Students","Math Section Score - New","1973891.","37143","42","42","505","505.4","494.5","494.5"
"SAT","Highest","2023-24","606","Banks County","0199","Banks County High School","All Students","Reading Test  Score - New","1973891.","30895","34","34","N/A","272.2","271.2","271.2"
"SAT","Highest","2023-24","606","Banks County","0199","Banks County High School","All Students","WritLang Test  Score - New","1973891.","30900","34","34","N/A","266","256.8","256.8"
"SAT","Highest","2023-24","607","Barrow County","0101","Apalachee High School","All Students","Combined Test Score","1973891.","32979","171.7","85","505","1043.6","1004.5","978.3"
"SAT","Highest","2023-24","607","Barrow County","0101","Apalachee High School","All Students","Math Section Score - New","1973891.","37143","205","101","505","505.4","485.9","474.2"
"SAT","Highest","2023-24","607","Barrow County","0101","Apalachee High School","All Students","Reading Test  Score - New","1973891.","30895","155","77","N/A","272.2","266","260"
"SAT","Highest","2023-24","607","Barrow County","0101","Apalachee High School","All Students","WritLang Test  Score - New","1973891.","30900","155","77","N/A","266","252.6","244.2"
"SAT","Highest","2023-24","607","Barrow County","3052","Winder-Barrow High School","All Students","Combined Test Score","1973891.","32979","171.7","86.7","505","1043.6","1004.5","1030.2"
"SAT","Highest","2023-24","607","Barrow County","3052","Winder-Barrow High School","All Students","Math Section Score - New","1973891.","37143","205","104","505","505.4","485.9","497.2"
"SAT","Highest","2023-24","607","Barrow County","3052","Winder-Barrow High School","All Students","Reading Test  Score - New","1973891.","30895","155","78","N/A","272.2","266","271.9"
"SAT","Highest","2023-24","607","Barrow County","3052","Winder-Barrow High School","All Students","WritLang Test  Score - New","1973891.","30900","155","78","N/A","266","252.6","261"
"SAT","Highest","2023-24","608","Bartow County","0105","Adairsville High School","All Students","Combined Test Score","1973891.","32979","187","62.3","505","1043.6","1040.8","1062.9"
"SAT","Highest","2023-24","608","Bartow County","0105","Adairsville High School","All Students","Math Section Score - New","1973891.","37143","207","69","505","505.4","493.8","501.7"
"SAT","Highest","2023-24","608","Bartow County","0105","Adairsville High School","All Students","Reading Test  Score - New","1973891.","30895","177","59","N/A","272.2","277","284.7"
"SAT","Highest","2023-24","608","Bartow County","0105","Adairsville High School","All Students","WritLang Test  Score - New","1973891.","30900","177","59","N/A","266","270","276.4"
"SAT","Highest","2023-24","608","Bartow County","0114","Cass High School","All Students","Combined Test Score","1973891.","32979","187","68","505","1043.6","1040.8","1043.3"
"SAT","Highest","2023-24","608","Bartow County","0114","Cass High School","All Students","Math Section Score - New","1973891.","37143","207","74","505","505.4","493.8","499.7"
"SAT","Highest","2023-24","608","Bartow County","0114","Cass High School","All Students","Reading Test  Score - New","1973891.","30895","177","65","N/A","272.2","277","275.2"
"SAT","Highest","2023-24","608","Bartow County","0114","Cass High School","All Students","WritLang Test  Score - New","1973891.","30900","177","65","N/A","266","270","268.3"
"SAT","Highest","2023-24","608","Bartow County","0198","Woodland High School","All Students","Combined Test Score","1973891.","32979","187","56.7","505","1043.6","1040.8","1013.8"
"SAT","Highest","2023-24","608","Bartow County","0198","Woodland High School","All Students","Math Section Score - New","1973891.","37143","207","64","505","505.4","493.8","478.3"
"SAT","Highest","2023-24","608","Bartow County","0198","Woodland High School","All Students","Reading Test  Score - New","1973891.","30895","177","53","N/A","272.2","277","270.6"
"SAT","Highest","2023-24","608","Bartow County","0198","Woodland High School","All Students","WritLang Test  Score - New","1973891.","30900","177","53","N/A","266","270","264.9"
"SAT","Highest","2023-24","609","Ben Hill County","0291","Fitzgerald High School School College and Career Academy","All Students","Combined Test Score","1973891.","32979","50.7","50.7","505","1043.6","950.9","950.9"
"SAT","Highest","2023-24","609","Ben Hill County","0291","Fitzgerald High School School College and Career Academy","All Students","Math Section Score - New","1973891.","37143","56","56","505","505.4","456.1","456.1"
"SAT","Highest","2023-24","609","Ben Hill County","0291","Fitzgerald High School School College and Career Academy","All Students","Reading Test  Score - New","1973891.","30895","48","48","N/A","272.2","256.3","256.3"
"SAT","Highest","2023-24","609","Ben Hill County","0291","Fitzgerald High School School College and Career Academy","All Students","WritLang Test  Score - New","1973891.","30900","48","48","N/A","266","238.5","238.5"
"SAT","Highest","2023-24","610","Berrien County","0101","Berrien High School","All Students","Combined Test Score","1973891.","32979","51.7","44.7","505","1043.6","1009.8","1026.7"
"SAT","Highest","2023-24","610","Berrien County","0101","Berrien High School","All Students","Math Section Score - New","1973891.","37143","57","50","505","505.4","483.5","492.4"
"SAT","Highest","2023-24","610","Berrien County","0101","Berrien High School","All Students","Reading Test  Score - New","1973891.","30895","49","42","N/A","272.2","268.2","270"
"SAT","Highest","2023-24","610","Berrien County","0101","Berrien High School","All Students","WritLang Test  Score - New","1973891.","30900","49","42","N/A","266","258.2","264.3"
"SAT","Highest","2023-24","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","Combined Test Score","1973891.","32979","51.7","TFS","505","1043.6","1009.8","TFS"
"SAT","Highest","2023-24","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","Math Section Score - New","1973891.","37143","57","TFS","505","505.4","483.5","TFS"
"SAT","Highest","2023-24","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","Reading Test  Score - New","1973891.","30895","49","TFS","N/A","272.2","268.2","TFS"
"SAT","Highest","2023-24","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","WritLang Test  Score - New","1973891.","30900","49","TFS","N/A","266","258.2","TFS"
"SAT","Highest","2023-24","611","Bibb County","0105","Howard High School","All Students","Combined Test Score","1973891.","32979","188.7","29.3","505","1043.6","1009.2","1095.9"
"SAT","Highest","2023-24","611","Bibb County","0105","Howard High School","All Students","Math Section Score - New","1973891.","37143","210","32","505","505.4","483","523.4"
"SAT","Highest","2023-24","611","Bibb County","0105","Howard High School","All Students","Reading Test  Score - New","1973891.","30895","178","28","N/A","272.2","267.1","290.4"
"SAT","Highest","2023-24","611","Bibb County","0105","Howard High School","All Students","WritLang Test  Score - New","1973891.","30900","178","28","N/A","266","259.2","282.1"
"SAT","Highest","2023-24","611","Bibb County","0117","Academy For Classical Education","All Students","Combined Test Score","1973891.","32979","188.7","55.3","505","1043.6","1009.2","1159.5"
"SAT","Highest","2023-24","611","Bibb County","0117","Academy For Classical Education","All Students","Math Section Score - New","1973891.","37143","210","58","505","505.4","483","571.6"
"SAT","Highest","2023-24","611","Bibb County","0117","Academy For Classical Education","All Students","Reading Test  Score - New","1973891.","30895","178","54","N/A","272.2","267.1","298.3"
"SAT","Highest","2023-24","611","Bibb County","0117","Academy For Classical Education","All Students","WritLang Test  Score - New","1973891.","30900","178","54","N/A","266","259.2","289.6"
"SAT","Highest","2023-24","611","Bibb County","0186","Central High School","All Students","Combined Test Score","1973891.","32979","188.7","28.7","505","1043.6","1009.2","922.2"
"SAT","Highest","2023-24","611","Bibb County","0186","Central High School","All Students","Math Section Score - New","1973891.","37143","210","30","505","505.4","483","444.7"
"SAT","Highest","2023-24","611","Bibb County","0186","Central High School","All Students","Reading Test  Score - New","1973891.","30895","178","28","N/A","272.2","267.1","240.4"
"SAT","Highest","2023-24","611","Bibb County","0186","Central High School","All Students","WritLang Test  Score - New","1973891.","30900","178","28","N/A","266","259.2","237.1"
"SAT","Highest","2023-24","611","Bibb County","0198","Westside High School","All Students","Combined Test Score","1973891.","32979","188.7","17.3","505","1043.6","1009.2","883.1"
"SAT","Highest","2023-24","611","Bibb County","0198","Westside High School","All Students","Math Section Score - New","1973891.","37143","210","22","505","505.4","483","420.5"
"SAT","Highest","2023-24","611","Bibb County","0198","Westside High School","All Students","Reading Test  Score - New","1973891.","30895","178","15","N/A","272.2","267.1","229.3"
"SAT","Highest","2023-24","611","Bibb County","0198","Westside High School","All Students","WritLang Test  Score - New","1973891.","30900","178","15","N/A","266","259.2","233.3"
"SAT","Highest","2023-24","611","Bibb County","0204","Rutland High School","All Students","Combined Test Score","1973891.","32979","188.7","35.7","505","1043.6","1009.2","915.4"
"SAT","Highest","2023-24","611","Bibb County","0204","Rutland High School","All Students","Math Section Score - New","1973891.","37143","210","39","505","505.4","483","431.3"
"SAT","Highest","2023-24","611","Bibb County","0204","Rutland High School","All Students","Reading Test  Score - New","1973891.","30895","178","34","N/A","272.2","267.1","246.5"
"SAT","Highest","2023-24","611","Bibb County","0204","Rutland High School","All Students","WritLang Test  Score - New","1973891.","30900","178","34","N/A","266","259.2","237.6"
"SAT","Highest","2023-24","611","Bibb County","0286","Northeast High School","All Students","Combined Test Score","1973891.","32979","188.7","13.3","505","1043.6","1009.2","904"
"SAT","Highest","2023-24","611","Bibb County","0286","Northeast High School","All Students","Math Section Score - New","1973891.","37143","210","16","505","505.4","483","430.6"
"SAT","Highest","2023-24","611","Bibb County","0286","Northeast High School","All Students","Reading Test  Score - New","1973891.","30895","178","12","N/A","272.2","267.1","245"
"SAT","Highest","2023-24","611","Bibb County","0286","Northeast High School","All Students","WritLang Test  Score - New","1973891.","30900","178","12","N/A","266","259.2","228.3"
"SAT","Highest","2023-24","611","Bibb County","0303","William S. Hutchings Career Center","All Students","Combined Test Score","1973891.","32979","188.7","TFS","505","1043.6","1009.2","TFS"
"SAT","Highest","2023-24","611","Bibb County","0303","William S. Hutchings Career Center","All Students","Math Section Score - New","1973891.","37143","210","TFS","505","505.4","483","TFS"
"SAT","Highest","2023-24","611","Bibb County","0303","William S. Hutchings Career Center","All Students","Reading Test  Score - New","1973891.","30895","178","TFS","N/A","272.2","267.1","TFS"
"SAT","Highest","2023-24","611","Bibb County","0303","William S. Hutchings Career Center","All Students","WritLang Test  Score - New","1973891.","30900","178","TFS","N/A","266","259.2","TFS"
"SAT","Highest","2023-24","611","Bibb County","0386","Southwest High School","All Students","Combined Test Score","1973891.","32979","188.7","TFS","505","1043.6","1009.2","TFS"
"SAT","Highest","2023-24","611","Bibb County","0386","Southwest High School","All Students","Math Section Score - New","1973891.","37143","210","12","505","505.4","483","405"
"SAT","Highest","2023-24","611","Bibb County","0386","Southwest High School","All Students","Reading Test  Score - New","1973891.","30895","178","TFS","N/A","272.2","267.1","TFS"
"SAT","Highest","2023-24","611","Bibb County","0386","Southwest High School","All Students","WritLang Test  Score - New","1973891.","30900","178","TFS","N/A","266","259.2","TFS"
"SAT","Highest","2023-24","612","Bleckley County","0105","Bleckley County High School","All Students","Combined Test Score","1973891.","32979","40.7","40.7","505","1043.6","1087","1087"
"SAT","Highest","2023-24","612","Bleckley County","0105","Bleckley County High School","All Students","Essay Analysis Score - New","250976.0","33","TFS","TFS","3","3.5","TFS","TFS"
"SAT","Highest","2023-24","612","Bleckley County","0105","Bleckley County High School","All Students","Essay Reading Score - New","250976.0","33","TFS","TFS","4","4.5","TFS","TFS"
"SAT","Highest","2023-24","612","Bleckley County","0105","Bleckley County High School","All Students","Essay Total","250976.0","33","TFS","TFS","5","13.3","TFS","TFS"
"SAT","Highest","2023-24","612","Bleckley County","0105","Bleckley County High School","All Students","Essay Writing Score - New","250976.0","33","TFS","TFS","5","5.4","TFS","TFS"
"SAT","Highest","2023-24","612","Bleckley County","0105","Bleckley County High School","All Students","Math Section Score - New","1973891.","37143","44","44","505","505.4","525.5","525.5"
"SAT","Highest","2023-24","612","Bleckley County","0105","Bleckley County High School","All Students","Reading Test  Score - New","1973891.","30895","39","39","N/A","272.2","283.8","283.8"
"SAT","Highest","2023-24","612","Bleckley County","0105","Bleckley County High School","All Students","WritLang Test  Score - New","1973891.","30900","39","39","N/A","266","277.7","277.7"
"SAT","Highest","2023-24","613","Brantley County","1050","Brantley County High School","All Students","Combined Test Score","1973891.","32979","40","40","505","1043.6","1021.6","1021.6"
"SAT","Highest","2023-24","613","Brantley County","1050","Brantley County High School","All Students","Math Section Score - New","1973891.","37143","46","46","505","505.4","493.5","493.5"
"SAT","Highest","2023-24","613","Brantley County","1050","Brantley County High School","All Students","Reading Test  Score - New","1973891.","30895","37","37","N/A","272.2","276.5","276.5"
"SAT","Highest","2023-24","613","Brantley County","1050","Brantley County High School","All Students","WritLang Test  Score - New","1973891.","30900","37","37","N/A","266","251.6","251.6"
"SAT","Highest","2023-24","614","Brooks County","0110","Brooks County High School","All Students","Combined Test Score","1973891.","32979","28.3","28.3","505","1043.6","878.6","878.6"
"SAT","Highest","2023-24","614","Brooks County","0110","Brooks County High School","All Students","Math Section Score - New","1973891.","37143","39","39","505","505.4","423.8","423.8"
"SAT","Highest","2023-24","614","Brooks County","0110","Brooks County High School","All Students","Reading Test  Score - New","1973891.","30895","23","23","N/A","272.2","231.3","231.3"
"SAT","Highest","2023-24","614","Brooks County","0110","Brooks County High School","All Students","WritLang Test  Score - New","1973891.","30900","23","23","N/A","266","223.5","223.5"
"SAT","Highest","2023-24","615","Bryan County","0182","Richmond Hill High School","All Students","Combined Test Score","1973891.","32979","247.7","213.7","505","1043.6","1069.8","1087.1"
"SAT","Highest","2023-24","615","Bryan County","0182","Richmond Hill High School","All Students","Math Section Score - New","1973891.","37143","285","245","505","505.4","512.6","518.9"
"SAT","Highest","2023-24","615","Bryan County","0182","Richmond Hill High School","All Students","Reading Test  Score - New","1973891.","30895","229","198","N/A","272.2","283.2","288"
"SAT","Highest","2023-24","615","Bryan County","0182","Richmond Hill High School","All Students","WritLang Test  Score - New","1973891.","30900","229","198","N/A","266","274.1","280.2"
"SAT","Highest","2023-24","615","Bryan County","0502","Bryan County High School","All Students","Combined Test Score","1973891.","32979","247.7","34","505","1043.6","1069.8","960.8"
"SAT","Highest","2023-24","615","Bryan County","0502","Bryan County High School","All Students","Math Section Score - New","1973891.","37143","285","40","505","505.4","512.6","473.8"
"SAT","Highest","2023-24","615","Bryan County","0502","Bryan County High School","All Students","Reading Test  Score - New","1973891.","30895","229","31","N/A","272.2","283.2","252.3"
"SAT","Highest","2023-24","615","Bryan County","0502","Bryan County High School","All Students","WritLang Test  Score - New","1973891.","30900","229","31","N/A","266","274.1","234.8"
"SAT","Highest","2023-24","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Combined Test Score","1973891.","32979","149","58.3","505","1043.6","1043.5","1072.1"
"SAT","Highest","2023-24","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Math Section Score - New","1973891.","37143","171","67","505","505.4","503.7","523"
"SAT","Highest","2023-24","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Reading Test  Score - New","1973891.","30895","138","54","N/A","272.2","274.6","278.1"
"SAT","Highest","2023-24","616","Bulloch County","0203","Southeast Bulloch High School","All Students","WritLang Test  Score - New","1973891.","30900","138","54","N/A","266","265.3","270.9"
"SAT","Highest","2023-24","616","Bulloch County","2054","Statesboro High School","All Students","Combined Test Score","1973891.","32979","149","81.7","505","1043.6","1043.5","1015.9"
"SAT","Highest","2023-24","616","Bulloch County","2054","Statesboro High School","All Students","Math Section Score - New","1973891.","37143","171","93","505","505.4","503.7","487.2"
"SAT","Highest","2023-24","616","Bulloch County","2054","Statesboro High School","All Students","Reading Test  Score - New","1973891.","30895","138","76","N/A","272.2","274.6","269.5"
"SAT","Highest","2023-24","616","Bulloch County","2054","Statesboro High School","All Students","WritLang Test  Score - New","1973891.","30900","138","76","N/A","266","265.3","259.2"
"SAT","Highest","2023-24","616","Bulloch County","4052","Portal Middle/High School","All Students","Combined Test Score","1973891.","32979","149","TFS","505","1043.6","1043.5","TFS"
"SAT","Highest","2023-24","616","Bulloch County","4052","Portal Middle/High School","All Students","Math Section Score - New","1973891.","37143","171","11","505","505.4","503.7","525.5"
"SAT","Highest","2023-24","616","Bulloch County","4052","Portal Middle/High School","All Students","Reading Test  Score - New","1973891.","30895","138","TFS","N/A","272.2","274.6","TFS"
"SAT","Highest","2023-24","616","Bulloch County","4052","Portal Middle/High School","All Students","WritLang Test  Score - New","1973891.","30900","138","TFS","N/A","266","265.3","TFS"
"SAT","Highest","2023-24","617","Burke County","0288","Burke County High School","All Students","Combined Test Score","1973891.","32979","50.7","50.7","505","1043.6","941.9","941.9"
"SAT","Highest","2023-24","617","Burke County","0288","Burke County High School","All Students","Math Section Score - New","1973891.","37143","60","60","505","505.4","453.2","453.2"
"SAT","Highest","2023-24","617","Burke County","0288","Burke County High School","All Students","Reading Test  Score - New","1973891.","30895","46","46","N/A","272.2","247.2","247.2"
"SAT","Highest","2023-24","617","Burke County","0288","Burke County High School","All Students","WritLang Test  Score - New","1973891.","30900","46","46","N/A","266","241.5","241.5"
"SAT","Highest","2023-24","618","Butts County","0190","Jackson High School","All Students","Combined Test Score","1973891.","32979","40.7","40.7","505","1043.6","988","988"
"SAT","Highest","2023-24","618","Butts County","0190","Jackson High School","All Students","Math Section Score - New","1973891.","37143","52","52","505","505.4","461.2","461.2"
"SAT","Highest","2023-24","618","Butts County","0190","Jackson High School","All Students","Reading Test  Score - New","1973891.","30895","35","35","N/A","272.2","269.4","269.4"
"SAT","Highest","2023-24","618","Butts County","0190","Jackson High School","All Students","WritLang Test  Score - New","1973891.","30900","35","35","N/A","266","257.4","257.4"
"SAT","Highest","2023-24","619","Calhoun County","0113","Calhoun County High School","All Students","Combined Test Score","1973891.","32979","TFS","TFS","505","1043.6","TFS","TFS"
"SAT","Highest","2023-24","619","Calhoun County","0113","Calhoun County High School","All Students","Math Section Score - New","1973891.","37143","TFS","TFS","505","505.4","TFS","TFS"
"SAT","Highest","2023-24","619","Calhoun County","0113","Calhoun County High School","All Students","Reading Test  Score - New","1973891.","30895","TFS","TFS","N/A","272.2","TFS","TFS"
"SAT","Highest","2023-24","619","Calhoun County","0113","Calhoun County High School","All Students","WritLang Test  Score - New","1973891.","30900","TFS","TFS","N/A","266","TFS","TFS"
"SAT","Highest","2023-24","620","Camden County","0295","Camden County High School","All Students","Combined Test Score","1973891.","32979","140","140","505","1043.6","1056.8","1056.8"
"SAT","Highest","2023-24","620","Camden County","0295","Camden County High School","All Students","Math Section Score - New","1973891.","37143","168","168","505","505.4","510.7","510.7"
"SAT","Highest","2023-24","620","Camden County","0295","Camden County High School","All Students","Reading Test  Score - New","1973891.","30895","126","126","N/A","272.2","281.7","281.7"
"SAT","Highest","2023-24","620","Camden County","0295","Camden County High School","All Students","WritLang Test  Score - New","1973891.","30900","126","126","N/A","266","264.4","264.4"
"SAT","Highest","2023-24","621","Candler County","0101","Metter High School","All Students","Combined Test Score","1973891.","32979","28","27","505","1043.6","977.4","969.4"
"SAT","Highest","2023-24","621","Candler County","0101","Metter High School","All Students","Math Section Score - New","1973891.","37143","30","29","505","505.4","480","478.3"
"SAT","Highest","2023-24","621","Candler County","0101","Metter High School","All Students","Reading Test  Score - New","1973891.","30895","27","26","N/A","272.2","259.3","255"
"SAT","Highest","2023-24","621","Candler County","0101","Metter High School","All Students","WritLang Test  Score - New","1973891.","30900","27","26","N/A","266","238.1","236.2"
"SAT","Highest","2023-24","621","Candler County","0303","Metter College and Career Academy","All Students","Combined Test Score","1973891.","32979","28","TFS","505","1043.6","977.4","TFS"
"SAT","Highest","2023-24","621","Candler County","0303","Metter College and Career Academy","All Students","Math Section Score - New","1973891.","37143","30","TFS","505","505.4","480","TFS"
"SAT","Highest","2023-24","621","Candler County","0303","Metter College and Career Academy","All Students","Reading Test  Score - New","1973891.","30895","27","TFS","N/A","272.2","259.3","TFS"
"SAT","Highest","2023-24","621","Candler County","0303","Metter College and Career Academy","All Students","WritLang Test  Score - New","1973891.","30900","27","TFS","N/A","266","238.1","TFS"
"SAT","Highest","2023-24","622","Carroll County","0189","Temple High School","All Students","Combined Test Score","1973891.","32979","225","26.3","505","1043.6","1015.3","1013.7"
"SAT","Highest","2023-24","622","Carroll County","0189","Temple High School","All Students","Math Section Score - New","1973891.","37143","257","31","505","505.4","486.3","488.7"
"SAT","Highest","2023-24","622","Carroll County","0189","Temple High School","All Students","Reading Test  Score - New","1973891.","30895","209","24","N/A","272.2","271.7","266.3"
"SAT","Highest","2023-24","622","Carroll County","0189","Temple High School","All Students","WritLang Test  Score - New","1973891.","30900","209","24","N/A","266","257.3","258.8"
"SAT","Highest","2023-24","622","Carroll County","0212","Mt. Zion High School","All Students","Combined Test Score","1973891.","32979","225","TFS","505","1043.6","1015.3","TFS"
"SAT","Highest","2023-24","622","Carroll County","0212","Mt. Zion High School","All Students","Math Section Score - New","1973891.","37143","257","TFS","505","505.4","486.3","TFS"
"SAT","Highest","2023-24","622","Carroll County","0212","Mt. Zion High School","All Students","Reading Test  Score - New","1973891.","30895","209","TFS","N/A","272.2","271.7","TFS"
"SAT","Highest","2023-24","622","Carroll County","0212","Mt. Zion High School","All Students","WritLang Test  Score - New","1973891.","30900","209","TFS","N/A","266","257.3","TFS"
"SAT","Highest","2023-24","622","Carroll County","2052","Central High School","All Students","Combined Test Score","1973891.","32979","225","66.7","505","1043.6","1015.3","1057"
"SAT","Highest","2023-24","622","Carroll County","2052","Central High School","All Students","Math Section Score - New","1973891.","37143","257","74","505","505.4","486.3","511.9"
"SAT","Highest","2023-24","622","Carroll County","2052","Central High School","All Students","Reading Test  Score - New","1973891.","30895","209","63","N/A","272.2","271.7","277.6"
"SAT","Highest","2023-24","622","Carroll County","2052","Central High School","All Students","WritLang Test  Score - New","1973891.","30900","209","63","N/A","266","257.3","267.5"
"SAT","Highest","2023-24","622","Carroll County","3050","Bowdon High School","All Students","Combined Test Score","1973891.","32979","225","10.3","505","1043.6","1015.3","1038.5"
"SAT","Highest","2023-24","622","Carroll County","3050","Bowdon High School","All Students","Math Section Score - New","1973891.","37143","257","11","505","505.4","486.3","504.5"
"SAT","Highest","2023-24","622","Carroll County","3050","Bowdon High School","All Students","Reading Test  Score - New","1973891.","30895","209","10","N/A","272.2","271.7","271"
"SAT","Highest","2023-24","622","Carroll County","3050","Bowdon High School","All Students","WritLang Test  Score - New","1973891.","30900","209","10","N/A","266","257.3","263"
"SAT","Highest","2023-24","622","Carroll County","5054","Villa Rica High School","All Students","Combined Test Score","1973891.","32979","225","117.7","505","1043.6","1015.3","989.3"
"SAT","Highest","2023-24","622","Carroll County","5054","Villa Rica High School","All Students","Math Section Score - New","1973891.","37143","257","135","505","505.4","486.3","470.4"
"SAT","Highest","2023-24","622","Carroll County","5054","Villa Rica High School","All Students","Reading Test  Score - New","1973891.","30895","209","109","N/A","272.2","271.7","269"
"SAT","Highest","2023-24","622","Carroll County","5054","Villa Rica High School","All Students","WritLang Test  Score - New","1973891.","30900","209","109","N/A","266","257.3","249.9"
"SAT","Highest","2023-24","623","Catoosa County","0109","Heritage High School","All Students","Combined Test Score","1973891.","32979","42.7","20.7","505","1043.6","1095.3","1153.7"
"SAT","Highest","2023-24","623","Catoosa County","0109","Heritage High School","All Students","Math Section Score - New","1973891.","37143","46","22","505","505.4","530.7","563.2"
"SAT","Highest","2023-24","623","Catoosa County","0109","Heritage High School","All Students","Reading Test  Score - New","1973891.","30895","41","20","N/A","272.2","285.6","293"
"SAT","Highest","2023-24","623","Catoosa County","0109","Heritage High School","All Students","WritLang Test  Score - New","1973891.","30900","41","20","N/A","266","279","297.5"
"SAT","Highest","2023-24","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","Combined Test Score","1973891.","32979","42.7","13","505","1043.6","1095.3","1066"
"SAT","Highest","2023-24","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","Math Section Score - New","1973891.","37143","46","15","505","505.4","530.7","516"
"SAT","Highest","2023-24","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","Reading Test  Score - New","1973891.","30895","41","12","N/A","272.2","285.6","286.7"
"SAT","Highest","2023-24","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","WritLang Test  Score - New","1973891.","30900","41","12","N/A","266","279","263.3"
"SAT","Highest","2023-24","623","Catoosa County","4052","Ringgold High School","All Students","Combined Test Score","1973891.","32979","42.7","TFS","505","1043.6","1095.3","TFS"
"SAT","Highest","2023-24","623","Catoosa County","4052","Ringgold High School","All Students","Math Section Score - New","1973891.","37143","46","TFS","505","505.4","530.7","TFS"
"SAT","Highest","2023-24","623","Catoosa County","4052","Ringgold High School","All Students","Reading Test  Score - New","1973891.","30895","41","TFS","N/A","272.2","285.6","TFS"
