LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,GRADES_SERVED_DESC,ENROLLMENT_PERIOD,GRADE_LEVEL,ENROLLMENT_COUNT,source_file,#RPT_NAME
2022-23,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,86,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,115,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,107,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,99,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,94,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,77,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,83,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,62,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,69,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,63,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,K,71,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,76,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,83,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,60,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,70,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,62,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,K,70,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,56,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,48,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,57,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,53,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,63,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,K,45,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,58,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,46,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,57,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,55,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,61,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,K,46,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,58,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,71,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,70,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,73,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,56,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,K,57,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,59,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,68,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,73,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,71,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,61,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,K,63,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,55,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,65,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,51,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,62,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,59,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,K,50,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,56,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,61,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,51,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,62,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,60,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,K,47,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,84,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,75,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,95,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,91,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,90,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,K,77,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,86,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,73,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,93,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,89,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,88,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,K,80,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,67,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,76,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,3rd,69,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,4th,77,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,5th,72,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,K,69,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,68,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,76,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,70,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,75,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,75,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,K,69,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,6th,218,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,7th,209,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,8th,201,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,6th,207,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,7th,196,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,8th,201,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,9th,600,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,10th,475,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,11th,400,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,12th,362,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,9th,548,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,10th,473,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,11th,387,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,12th,357,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,1st,930,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,2nd,934,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,3rd,922,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,4th,935,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,5th,898,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,6th,907,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,7th,882,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,8th,910,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,9th,1137,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,10th,877,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,11th,711,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,12th,579,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,K,895,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,1st,954,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,2nd,919,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,3rd,922,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,4th,929,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,5th,903,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,6th,886,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,7th,856,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,8th,904,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,9th,1025,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,10th,871,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,11th,710,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,12th,588,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2022-23,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,K,896,Enrollment_by_Grade_2022-23_2023-12-15_18_54_53.csv,K-12 Enrollment by Grade
2023-24,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,9th,517,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,10th,408,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,11th,334,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,12th,279,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,9th,481,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,10th,390,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,11th,313,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,12th,307,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,9th,TFS,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,10th,15,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,11th,29,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,12th,11,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,9th,TFS,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,10th,17,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,11th,31,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,12th,TFS,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0105,Bettye Henderson Holston Elementary School,"PK,KK,01,02,03,04,05",Fall,1st,45,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
2023-24,School,629,Clarke County,0105,Bettye Henderson Holston Elementary School,"PK,KK,01,02,03,04,05",Fall,2nd,43,Enrollment_by_Grade_2023-24_2025-01-14_16_45_56.csv,Enrollment_by_Grade
