LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,GRADES_SERVED_DESC,ENROLLMENT_PERIOD,GRADE_LEVEL,ENROLLMENT_COUNT,source_file,#RPT_NAME
2019-20,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,7th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,7th,249,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,7th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,7th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,7th,260,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,7th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,7th,983,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,7th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,7th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,7th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,7th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,7th,222,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,8th,271,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,8th,233,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,8th,200,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,8th,960,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,8th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,8th,256,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,9th,13,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,9th,465,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,9th,1036,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,9th,558,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,9th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,10th,24,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,10th,365,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,10th,835,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,10th,446,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,10th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,11th,18,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,11th,294,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,11th,737,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,11th,425,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,11th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,12th,14,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,12th,252,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,12th,597,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,12th,331,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,12th,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Spring,K,80,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,40,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Spring,K,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Spring,K,82,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Spring,K,47,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,K,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,K,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,58,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Spring,K,67,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,K,93,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,K,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,K,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,K,1049,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,K,66,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,K,98,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,K,66,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,K,89,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,K,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,85,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Spring,K,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,108,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,K,70,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,1st,0,Enrollment_By_Grade_Level_2020_Dec112020.csv,
2019-20,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,68,Enrollment_By_Grade_Level_2020_Dec112020.csv,
