LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NOTESTS_3ORHIGHER,source_file,#RPT_NAME,DETAIL_LVL_DESC,NUMBER_TESTS_3_OR_HIGHER
2021-22,629,Clarke County,0102,Cedar Shoals High School,Economics: Micro,14,14,4,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,Eng. Language & Comp,22,22,13,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,Eng. Literature & Comp,18,18,14,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,Environmental Science,24,24,10,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,Gov. & Pol. U.S.,42,42,10,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,Physics 1,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,Psychology,14,14,11,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,Spanish Language,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,Statistics,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,U.S. History,31,31,9,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,0102,Cedar Shoals High School,World History,57,57,24,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,ALL Subjects,366,577,273,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Art History,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Art: Studio 2-D Design,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Art: Studio 3-D Design,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Biology,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Calculus A,27,27,13,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Chemistry,36,36,7,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Computer Science A,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Economics: Micro,27,27,10,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Eng. Language & Comp,54,54,29,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Eng. Literature & Comp,13,13,13,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Environmental Science,36,36,16,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,French Language,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Geography: Human,15,15,12,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Gov. & Pol. U.S.,119,119,37,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Physics 1,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Psychology,27,27,12,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Spanish Language,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,Statistics,18,18,5,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,U.S. History,56,56,22,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,5556,Clarke Central High School,World History,108,108,71,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,ALL Subjects,544,858,409,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Art History,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Art: Studio 2-D Design,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Art: Studio 3-D Design,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Art: Studio Drawing,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Biology,10,10,7,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Calculus A,35,35,20,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Calculus BC,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Chemistry,40,40,11,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Computer Science A,15,15,6,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Economics: Micro,41,41,14,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Eng. Language & Comp,76,76,42,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Eng. Literature & Comp,31,31,27,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Environmental Science,60,60,26,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,French Language,TFS,TFS,TFS,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Geography: Human,15,15,12,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Gov. & Pol. U.S.,161,161,47,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Physics 1,12,12,5,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Psychology,41,41,23,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Spanish Language,11,11,10,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,Statistics,27,27,11,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,U.S. History,87,87,31,AP_2022_Apr102023.csv,,,
2021-22,629,Clarke County,SCHOOL_ALL,SCHOOL_ALL,World History,165,165,95,AP_2022_Apr102023.csv,,,
2023-24,629,Clarke County,0102,Cedar Shoals High School,ALL Subjects,159,233,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL ALL SUBJECTS,131
2023-24,629,Clarke County,0102,Cedar Shoals High School,African American Studies,13,13,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,11
2023-24,629,Clarke County,0102,Cedar Shoals High School,Art: Studio 2-D Design,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Art: Studio Drawing,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Calculus A,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Calculus BC,10,10,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Computer Science A,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Computer Science Principles,11,11,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Economics: Micro,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Eng. Language & Comp,28,28,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,15
2023-24,629,Clarke County,0102,Cedar Shoals High School,Eng. Literature & Comp,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Environmental Science,12,12,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Geography: Human,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Gov. & Pol. U.S.,34,34,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,21
2023-24,629,Clarke County,0102,Cedar Shoals High School,Physics 1,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Psychology,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,0102,Cedar Shoals High School,Spanish Language,13,13,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,10
2023-24,629,Clarke County,0102,Cedar Shoals High School,U.S. History,33,33,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,19
2023-24,629,Clarke County,0102,Cedar Shoals High School,World History,37,37,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,21
2023-24,629,Clarke County,5556,Clarke Central High School,ALL Subjects,488,875,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL ALL SUBJECTS,576
2023-24,629,Clarke County,5556,Clarke Central High School,Art: Studio 2-D Design,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,5556,Clarke Central High School,Art: Studio 3-D Design,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,5556,Clarke Central High School,Biology,12,12,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,5556,Clarke Central High School,Calculus A,15,15,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,14
2023-24,629,Clarke County,5556,Clarke Central High School,Calculus BC,15,15,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,15
2023-24,629,Clarke County,5556,Clarke Central High School,Chemistry,32,32,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,17
2023-24,629,Clarke County,5556,Clarke Central High School,Computer Science A,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,5556,Clarke Central High School,Economics: Micro,38,38,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,19
2023-24,629,Clarke County,5556,Clarke Central High School,Eng. Language & Comp,63,63,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,38
2023-24,629,Clarke County,5556,Clarke Central High School,Eng. Literature & Comp,25,25,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,22
2023-24,629,Clarke County,5556,Clarke Central High School,Environmental Science,70,70,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,24
2023-24,629,Clarke County,5556,Clarke Central High School,European History,11,11,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,10
2023-24,629,Clarke County,5556,Clarke Central High School,Geography: Human,25,25,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,19
2023-24,629,Clarke County,5556,Clarke Central High School,Gov. & Pol. U.S.,166,166,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,105
2023-24,629,Clarke County,5556,Clarke Central High School,Physics 1,14,14,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,5556,Clarke Central High School,Physics 2,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,TFS
2023-24,629,Clarke County,5556,Clarke Central High School,Precalculus,68,68,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,59
2023-24,629,Clarke County,5556,Clarke Central High School,Psychology,46,46,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,27
2023-24,629,Clarke County,5556,Clarke Central High School,Spanish Language,22,22,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,21
2023-24,629,Clarke County,5556,Clarke Central High School,Statistics,25,25,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,11
2023-24,629,Clarke County,5556,Clarke Central High School,U.S. History,90,90,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,68
2023-24,629,Clarke County,5556,Clarke Central High School,World History,124,124,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,SCHOOL,84
2023-24,629,Clarke County,ALL,All Schools,ALL Subjects,647,1108,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT ALL SUBJECTS,707
2023-24,629,Clarke County,ALL,All Schools,African American Studies,13,13,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,11
2023-24,629,Clarke County,ALL,All Schools,Art: Studio 2-D Design,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,TFS
2023-24,629,Clarke County,ALL,All Schools,Art: Studio 3-D Design,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,TFS
2023-24,629,Clarke County,ALL,All Schools,Art: Studio Drawing,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,TFS
2023-24,629,Clarke County,ALL,All Schools,Biology,12,12,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,TFS
2023-24,629,Clarke County,ALL,All Schools,Calculus A,17,17,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,14
2023-24,629,Clarke County,ALL,All Schools,Calculus BC,25,25,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,23
2023-24,629,Clarke County,ALL,All Schools,Chemistry,32,32,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,17
2023-24,629,Clarke County,ALL,All Schools,Computer Science A,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,TFS
2023-24,629,Clarke County,ALL,All Schools,Computer Science Principles,11,11,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,TFS
2023-24,629,Clarke County,ALL,All Schools,Economics: Micro,47,47,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,19
2023-24,629,Clarke County,ALL,All Schools,Eng. Language & Comp,91,91,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,53
2023-24,629,Clarke County,ALL,All Schools,Eng. Literature & Comp,34,34,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,28
2023-24,629,Clarke County,ALL,All Schools,Environmental Science,82,82,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,31
2023-24,629,Clarke County,ALL,All Schools,European History,11,11,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,10
2023-24,629,Clarke County,ALL,All Schools,Geography: Human,31,31,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,23
2023-24,629,Clarke County,ALL,All Schools,Gov. & Pol. U.S.,200,200,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,126
2023-24,629,Clarke County,ALL,All Schools,Physics 1,15,15,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,TFS
2023-24,629,Clarke County,ALL,All Schools,Physics 2,TFS,TFS,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,TFS
2023-24,629,Clarke County,ALL,All Schools,Precalculus,68,68,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,59
2023-24,629,Clarke County,ALL,All Schools,Psychology,54,54,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,29
2023-24,629,Clarke County,ALL,All Schools,Spanish Language,35,35,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,31
2023-24,629,Clarke County,ALL,All Schools,Statistics,25,25,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,11
2023-24,629,Clarke County,ALL,All Schools,U.S. History,123,123,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,87
2023-24,629,Clarke County,ALL,All Schools,World History,161,161,,AP_2023-24_2025-01-15_15_03_20.csv,AP COUNTS,DISTRICT,105
